Station,DD,MM,YYYY,Rad,Tmin,Tmax,Hum,Wind,Rain,ETref,Wet
'260',01,01,1980,2530.0,-0.8,2.3,0.594468,2.6,5.800,0.3,0.092
'260',02,01,1980,2550.0,-2.1,2.9,0.582676,1.5,0.600,0.3,0.008
'260',03,01,1980,800.0,-6.3,0.5,0.470635,2.6,1.300,0.1,0.246
'260',04,01,1980,400.0,-0.4,3.8,0.666533,5.1,9.100,0.0,0.400
'260',05,01,1980,970.0,3.0,4.9,0.782227,3.6,4.200,0.1,0.279
'260',06,01,1980,1010.0,4.0,6.3,0.836957,2.6,6.200,0.1,0.321
'260',07,01,1980,1250.0,0.8,4.7,0.725125,2.1,0.300,0.1,0.012
'260',08,01,1980,620.0,-0.4,3.1,0.645561,2.6,0.800,0.1,0.025
'260',09,01,1980,1230.0,-0.4,1.0,0.573076,3.1,0.000,0.1,0.000
'260',10,01,1980,1310.0,-1.7,0.5,0.472431,2.6,0.000,0.1,0.000
'260',11,01,1980,520.0,-6.0,-1.4,0.365004,3.1,0.000,0.0,0.000
'260',12,01,1980,4880.0,-7.3,-2.7,0.332196,3.6,0.000,0.4,0.000
'260',13,01,1980,4630.0,-10.0,-1.8,0.307180,1.5,0.000,0.4,0.000
'260',14,01,1980,2080.0,-11.0,-2.7,0.340891,2.1,0.000,0.2,0.000
'260',15,01,1980,1620.0,-7.0,-1.8,0.395652,1.5,0.000,0.1,0.000
'260',16,01,1980,3080.0,-4.1,-0.1,0.486942,2.6,0.000,0.3,0.000
'260',17,01,1980,4410.0,-5.8,-0.7,0.407989,2.6,0.000,0.4,0.000
'260',18,01,1980,4340.0,-7.4,-2.0,0.365053,3.1,0.000,0.4,0.000
'260',19,01,1980,4130.0,-7.3,3.1,0.403998,2.6,0.000,0.4,0.000
'260',20,01,1980,950.0,-4.1,1.6,0.497638,3.1,0.300,0.1,0.067
'260',21,01,1980,1370.0,-0.4,4.7,0.615291,6.7,5.600,0.2,0.129
'260',22,01,1980,1100.0,2.0,5.3,0.652495,6.2,0.900,0.1,0.108
'260',23,01,1980,2020.0,1.8,5.0,0.703739,4.6,1.000,0.2,0.100
'260',24,01,1980,1410.0,-0.1,3.4,0.655714,3.6,0.300,0.2,0.008
'260',25,01,1980,2120.0,0.4,5.0,0.687573,3.1,2.000,0.2,0.021
'260',26,01,1980,3220.0,-1.7,4.2,0.580339,2.6,0.700,0.4,0.012
'260',27,01,1980,4640.0,-0.8,4.7,0.572741,2.1,0.500,0.5,0.004
'260',28,01,1980,1020.0,-2.7,0.1,0.512409,2.1,3.400,0.1,0.129
'260',29,01,1980,1480.0,-0.2,3.2,0.617771,2.1,0.100,0.2,0.008
'260',30,01,1980,2390.0,3.0,9.1,0.831843,5.7,0.600,0.3,0.021
'260',31,01,1980,3210.0,2.9,10.7,0.821718,4.1,23.900,0.4,0.354
'260',01,02,1980,5150.0,-0.9,4.0,0.461131,3.6,0.500,0.6,0.021
'260',02,02,1980,560.0,-0.8,6.5,0.676299,4.1,10.900,0.1,0.337
'260',03,02,1980,790.0,2.1,6.1,0.716626,3.1,9.400,0.1,0.258
'260',04,02,1980,2610.0,0.3,4.3,0.614241,3.6,5.300,0.3,0.175
'260',05,02,1980,980.0,4.3,8.6,0.905670,5.1,15.700,0.1,0.408
'260',06,02,1980,870.0,6.0,7.8,0.949671,3.1,4.700,0.1,0.279
'260',07,02,1980,1600.0,3.3,8.9,0.837248,3.6,1.200,0.2,0.067
'260',08,02,1980,2390.0,3.2,10.6,0.866174,3.6,0.500,0.3,0.025
'260',09,02,1980,5040.0,5.8,12.3,0.847187,3.1,0.000,0.7,0.000
'260',10,02,1980,3170.0,3.2,9.2,0.780156,3.6,0.400,0.4,0.017
'260',11,02,1980,2340.0,1.3,8.8,0.781878,2.6,0.400,0.3,0.012
'260',12,02,1980,1500.0,1.0,7.2,0.785420,1.5,0.000,0.2,0.000
'260',13,02,1980,3820.0,0.7,8.0,0.703234,1.5,0.000,0.5,0.000
'260',14,02,1980,4200.0,-2.1,5.2,0.599699,1.5,0.000,0.5,0.000
'260',15,02,1980,2020.0,2.9,7.1,0.796119,3.1,3.300,0.3,0.267
'260',16,02,1980,2930.0,5.1,7.5,0.875449,2.1,0.000,0.4,0.000
'260',17,02,1980,4400.0,1.8,9.8,0.849719,1.5,0.000,0.6,0.000
'260',18,02,1980,6250.0,1.9,8.9,0.795926,2.6,0.000,0.8,0.000
'260',19,02,1980,8990.0,-0.6,6.6,0.554511,4.1,0.000,1.1,0.000
'260',20,02,1980,8540.0,-0.3,8.9,0.567567,4.1,0.000,1.1,0.000
'260',21,02,1980,9460.0,1.4,10.3,0.567178,3.1,0.000,1.2,0.000
'260',22,02,1980,9500.0,0.8,11.3,0.570374,3.6,0.000,1.2,0.000
'260',23,02,1980,1290.0,3.1,5.7,0.674659,2.1,1.800,0.2,0.183
'260',24,02,1980,7310.0,1.3,11.8,0.665640,2.1,0.000,0.9,0.000
'260',25,02,1980,4600.0,-0.8,8.9,0.741261,1.0,0.000,0.6,0.000
'260',26,02,1980,2290.0,0.8,5.3,0.711121,3.1,0.000,0.3,0.000
'260',27,02,1980,2910.0,0.8,4.5,0.585121,3.6,0.000,0.3,0.000
'260',28,02,1980,2830.0,1.9,5.3,0.624483,2.1,0.000,0.3,0.000
'260',29,02,1980,3330.0,4.2,8.2,0.820008,2.6,0.000,0.4,0.000
'260',01,03,1980,8490.0,-0.2,10.7,0.635956,2.6,0.000,1.1,0.000
'260',02,03,1980,3670.0,-0.6,8.0,0.616108,3.1,0.100,0.4,0.004
'260',03,03,1980,7870.0,-1.4,7.1,0.503969,3.1,0.700,0.9,0.012
'260',04,03,1980,2440.0,0.5,6.7,0.631057,2.1,0.400,0.3,0.008
'260',05,03,1980,9320.0,-1.0,8.3,0.573818,3.1,0.000,1.1,0.000
'260',06,03,1980,1950.0,1.6,7.1,0.695715,4.6,7.300,0.2,0.346
'260',07,03,1980,2380.0,4.7,8.5,0.826216,5.7,9.100,0.3,0.242
'260',08,03,1980,4610.0,0.8,8.9,0.693481,2.6,2.600,0.6,0.104
'260',09,03,1980,3850.0,-1.2,6.2,0.667618,1.0,0.000,0.5,0.000
'260',10,03,1980,6090.0,4.0,8.6,0.757588,2.1,2.800,0.8,0.250
'260',11,03,1980,2350.0,2.6,7.6,0.799330,1.0,0.400,0.3,0.058
'260',12,03,1980,1630.0,2.5,7.4,0.803274,4.6,16.000,0.2,0.517
'260',13,03,1980,4450.0,5.8,8.6,0.883074,3.1,12.200,0.6,0.242
'260',14,03,1980,5000.0,2.0,6.5,0.670443,5.7,0.500,0.6,0.012
'260',15,03,1980,2470.0,1.0,3.5,0.612193,5.7,0.000,0.3,0.000
'260',16,03,1980,3080.0,2.2,5.0,0.667907,3.1,0.000,0.4,0.000
'260',17,03,1980,5930.0,3.9,7.6,0.713596,2.1,0.000,0.8,0.000
'260',18,03,1980,9010.0,1.6,7.1,0.575686,5.1,0.000,1.1,0.000
'260',19,03,1980,5160.0,-1.4,2.7,0.450271,7.7,0.000,0.6,0.000
'260',20,03,1980,15050.0,-4.0,3.7,0.339831,6.2,0.000,1.6,0.000
'260',21,03,1980,8560.0,-4.1,1.5,0.413882,4.1,0.100,0.9,0.004
'260',22,03,1980,5970.0,-2.8,4.8,0.451789,2.1,0.500,0.7,0.021
'260',23,03,1980,9690.0,-3.7,7.7,0.561069,2.6,0.000,1.1,0.000
'260',24,03,1980,13810.0,-2.3,11.7,0.599092,2.6,0.000,1.8,0.000
'260',25,03,1980,11950.0,1.0,14.6,0.619392,2.6,1.300,1.6,0.033
'260',26,03,1980,9010.0,2.8,11.0,0.779573,2.6,0.000,1.2,0.000
'260',27,03,1980,3990.0,5.9,14.4,0.983585,4.6,7.700,0.6,0.200
'260',28,03,1980,4400.0,7.5,15.0,0.994046,4.6,2.100,0.6,0.067
'260',29,03,1980,2000.0,5.6,8.9,0.799307,7.7,7.000,0.3,0.329
'260',30,03,1980,9950.0,1.9,10.6,0.703471,4.1,0.000,1.3,0.000
'260',31,03,1980,11360.0,0.4,11.8,0.679333,2.6,2.800,1.5,0.125
'260',01,04,1980,3980.0,6.1,12.8,1.107124,3.6,26.300,0.6,0.475
'260',02,04,1980,10120.0,4.6,9.5,0.802402,5.1,5.000,1.4,0.133
'260',03,04,1980,8250.0,2.6,8.4,0.682357,4.6,1.100,1.1,0.029
'260',04,04,1980,12850.0,3.1,8.4,0.656319,4.1,0.000,1.6,0.000
'260',05,04,1980,18010.0,0.4,11.1,0.598840,2.1,0.000,2.3,0.000
'260',06,04,1980,14220.0,4.0,11.3,0.735908,2.1,0.000,1.9,0.000
'260',07,04,1980,5930.0,2.0,9.6,0.752212,1.5,0.100,0.7,0.004
'260',08,04,1980,6710.0,1.9,7.6,0.687712,3.6,1.800,0.9,0.046
'260',09,04,1980,10520.0,2.7,8.0,0.654377,3.1,0.400,1.3,0.021
'260',10,04,1980,11900.0,1.3,10.2,0.695954,2.1,0.100,1.6,0.004
'260',11,04,1980,13230.0,-1.0,12.1,0.638217,1.0,0.000,1.7,0.000
'260',12,04,1980,20350.0,2.1,15.5,0.633249,3.6,0.000,3.0,0.000
'260',13,04,1980,19890.0,7.5,19.8,0.773397,3.6,0.000,3.2,0.000
'260',14,04,1980,19750.0,7.1,21.9,0.845323,1.5,0.000,3.2,0.000
'260',15,04,1980,19390.0,6.8,22.3,0.720615,1.5,0.000,3.2,0.000
'260',16,04,1980,19290.0,5.4,21.7,0.827961,1.5,0.000,3.1,0.000
'260',17,04,1980,18500.0,6.9,18.0,0.952317,3.6,0.000,2.8,0.000
'260',18,04,1980,3740.0,3.9,9.6,0.871936,3.1,1.500,0.5,0.379
'260',19,04,1980,11440.0,1.3,9.6,0.624324,5.7,2.400,1.5,0.062
'260',20,04,1980,13030.0,0.9,9.1,0.651406,5.1,5.900,1.7,0.129
'260',21,04,1980,12930.0,3.2,9.6,0.723285,3.1,1.200,1.7,0.050
'260',22,04,1980,7670.0,2.2,8.7,0.608987,2.1,0.000,1.0,0.000
'260',23,04,1980,17690.0,-1.0,10.9,0.623762,2.6,0.000,2.3,0.000
'260',24,04,1980,13640.0,4.6,11.8,0.833575,4.6,0.100,1.9,0.012
'260',25,04,1980,3250.0,4.2,8.0,0.789099,3.6,1.500,0.4,0.104
'260',26,04,1980,7690.0,3.0,11.1,0.784749,2.1,3.700,1.0,0.263
'260',27,04,1980,17510.0,1.6,14.8,0.797396,2.1,0.800,2.4,0.021
'260',28,04,1980,2960.0,3.4,8.8,0.802822,2.1,0.000,0.4,0.000
'260',29,04,1980,6770.0,4.8,10.1,0.852297,1.5,1.700,0.9,0.083
'260',30,04,1980,19370.0,5.4,17.5,0.863997,3.1,0.000,3.0,0.000
'260',01,05,1980,19770.0,6.8,18.9,0.908205,5.1,0.000,3.1,0.000
'260',02,05,1980,22710.0,6.8,15.0,0.871894,6.2,0.000,3.4,0.000
'260',03,05,1980,22640.0,3.6,13.0,0.580652,5.7,0.000,3.2,0.000
'260',04,05,1980,23870.0,3.2,13.7,0.531528,4.6,0.000,3.4,0.000
'260',05,05,1980,25480.0,2.3,12.3,0.524302,4.1,0.000,3.5,0.000
'260',06,05,1980,15280.0,3.2,16.9,0.636670,3.1,0.600,2.2,0.017
'260',07,05,1980,10750.0,7.3,13.2,0.971368,2.6,0.000,1.6,0.000
'260',08,05,1980,6510.0,4.1,10.0,0.722616,2.6,0.000,0.9,0.000
'260',09,05,1980,23220.0,3.3,12.9,0.701874,3.1,0.000,3.3,0.000
'260',10,05,1980,26710.0,0.6,18.2,0.620630,2.6,0.000,4.0,0.000
'260',11,05,1980,26280.0,5.9,21.0,0.614183,3.6,0.000,4.3,0.000
'260',12,05,1980,25520.0,8.4,23.2,0.731126,4.6,0.000,4.4,0.000
'260',13,05,1980,25950.0,9.3,21.2,0.581549,5.7,0.000,4.3,0.000
'260',14,05,1980,26720.0,8.5,20.1,0.588210,5.7,0.000,4.4,0.000
'260',15,05,1980,25930.0,5.5,18.7,0.782108,4.1,0.000,4.1,0.000
'260',16,05,1980,21360.0,7.7,18.7,0.806426,2.6,0.000,3.4,0.000
'260',17,05,1980,20100.0,6.4,19.7,0.803554,2.6,0.000,3.3,0.000
'260',18,05,1980,21310.0,10.9,23.2,1.014525,2.6,0.000,3.6,0.000
'260',19,05,1980,25860.0,8.6,23.5,0.965096,2.1,0.000,4.4,0.000
'260',20,05,1980,17920.0,8.2,24.0,1.031771,2.1,0.000,3.0,0.000
'260',21,05,1980,24480.0,9.0,21.2,1.143842,4.1,0.000,4.0,0.000
'260',22,05,1980,26520.0,5.7,14.5,0.702974,5.1,0.000,3.9,0.000
'260',23,05,1980,14350.0,4.2,13.5,0.745136,2.6,0.000,2.1,0.000
'260',24,05,1980,7940.0,9.5,13.3,1.092684,2.6,0.300,1.2,0.008
'260',25,05,1980,11970.0,7.4,14.8,1.025957,1.5,0.300,1.8,0.008
'260',26,05,1980,20520.0,7.9,19.3,0.953877,2.1,0.000,3.3,0.000
'260',27,05,1980,11660.0,8.8,20.1,1.003338,1.0,0.000,1.9,0.000
'260',28,05,1980,14370.0,9.2,19.9,1.081442,1.0,1.500,2.3,0.046
'260',29,05,1980,9790.0,7.1,16.5,1.080558,1.5,1.700,1.5,0.208
'260',30,05,1980,23100.0,4.6,15.2,0.770076,2.6,0.000,3.5,0.000
'260',31,05,1980,12080.0,4.1,17.3,0.797971,2.1,8.400,1.8,0.258
'260',01,06,1980,18090.0,8.7,18.4,0.931548,3.1,1.200,2.8,0.083
'260',02,06,1980,26610.0,7.0,19.9,0.957280,2.6,0.000,4.3,0.000
'260',03,06,1980,6900.0,7.9,18.3,1.326509,1.5,1.600,1.1,0.146
'260',04,06,1980,17160.0,8.6,22.7,1.361392,1.5,0.000,2.9,0.000
'260',05,06,1980,25850.0,11.8,26.8,1.287975,1.5,0.000,4.7,0.000
'260',06,06,1980,22820.0,12.1,27.0,1.344330,2.1,0.000,4.1,0.000
'260',07,06,1980,16680.0,10.3,20.1,1.166047,2.6,1.000,2.8,0.033
'260',08,06,1980,18760.0,7.2,20.2,1.055709,1.5,0.000,3.1,0.000
'260',09,06,1980,18130.0,10.0,24.1,1.060852,3.1,0.000,3.2,0.000
'260',10,06,1980,11430.0,14.7,20.3,1.507874,1.5,0.300,2.0,0.021
'260',11,06,1980,16690.0,12.9,22.6,1.489491,2.1,1.000,2.9,0.037
'260',12,06,1980,24420.0,10.3,23.5,1.236444,2.1,0.000,4.3,0.000
'260',13,06,1980,22090.0,15.5,27.7,1.509887,2.6,0.000,4.1,0.000
'260',14,06,1980,15930.0,15.9,29.1,1.504160,4.1,0.800,3.0,0.017
'260',15,06,1980,16770.0,12.3,22.1,1.263727,3.1,4.700,2.9,0.021
'260',16,06,1980,7140.0,11.0,19.8,1.456535,2.6,2.800,1.2,0.046
'260',17,06,1980,10400.0,11.1,18.3,1.282401,2.6,8.200,1.7,0.112
'260',18,06,1980,15060.0,9.7,18.6,1.188476,2.1,0.400,2.5,0.012
'260',19,06,1980,5870.0,9.6,16.8,1.172910,3.6,3.200,0.9,0.046
'260',20,06,1980,11850.0,9.6,15.1,1.051015,4.6,13.600,1.8,0.125
'260',21,06,1980,14960.0,10.5,17.4,1.103553,4.1,2.900,2.4,0.037
'260',22,06,1980,13090.0,9.4,17.3,1.140910,2.6,21.300,2.0,0.108
'260',23,06,1980,13870.0,9.3,15.5,1.131760,3.1,3.800,2.1,0.067
'260',24,06,1980,11570.0,10.3,16.2,1.159758,3.1,4.100,1.8,0.108
'260',25,06,1980,20780.0,8.3,17.7,1.047491,2.6,3.100,3.3,0.058
'260',26,06,1980,14850.0,7.0,18.3,1.122382,1.5,7.000,2.3,0.029
'260',27,06,1980,17190.0,9.1,16.5,1.024097,2.6,1.100,2.7,0.029
'260',28,06,1980,7650.0,9.5,13.2,1.175303,2.6,5.800,1.2,0.292
'260',29,06,1980,16410.0,9.9,16.1,1.125314,3.6,3.300,2.6,0.088
'260',30,06,1980,17460.0,11.8,18.1,1.297889,3.1,1.200,2.9,0.100
'260',01,07,1980,11080.0,11.6,16.6,1.276482,2.6,14.500,1.8,0.383
'260',02,07,1980,12770.0,12.5,18.9,1.496481,3.6,5.000,2.1,0.054
'260',03,07,1980,11050.0,11.7,17.4,1.314365,2.6,0.000,1.8,0.000
'260',04,07,1980,9070.0,8.6,16.8,1.186878,1.5,0.700,1.5,0.062
'260',05,07,1980,13760.0,11.4,18.2,1.183736,3.1,0.600,2.3,0.079
'260',06,07,1980,20300.0,10.2,20.8,1.168613,1.5,10.600,3.4,0.100
'260',07,07,1980,8410.0,13.7,18.2,1.442248,3.1,21.000,1.4,0.196
'260',08,07,1980,6830.0,13.7,17.0,1.546988,2.1,3.800,1.1,0.104
'260',09,07,1980,7510.0,13.6,17.1,1.537405,2.1,14.600,1.2,0.171
'260',10,07,1980,7630.0,13.5,17.7,1.583315,2.6,10.600,1.3,0.104
'260',11,07,1980,7790.0,12.6,16.0,1.227637,2.6,0.200,1.2,0.012
'260',12,07,1980,13910.0,11.6,16.9,1.233323,3.1,6.200,2.2,0.138
'260',13,07,1980,14460.0,10.1,17.5,1.167199,2.1,13.600,2.3,0.192
'260',14,07,1980,7530.0,10.3,18.4,1.363307,3.6,17.800,1.2,0.333
'260',15,07,1980,20000.0,12.3,18.1,1.228541,3.1,0.000,3.3,0.000
'260',16,07,1980,12810.0,9.0,15.3,1.070015,3.1,0.800,2.0,0.029
'260',17,07,1980,12760.0,7.9,17.3,1.157034,2.6,0.100,2.0,0.004
'260',18,07,1980,9650.0,12.8,18.9,1.353776,4.1,3.700,1.6,0.117
'260',19,07,1980,3710.0,14.3,16.9,1.581473,4.6,10.000,0.6,0.408
'260',20,07,1980,4440.0,12.3,16.6,1.385651,3.1,8.500,0.7,0.292
'260',21,07,1980,5700.0,7.8,15.1,1.039317,4.1,2.800,0.9,0.088
'260',22,07,1980,21820.0,5.4,20.3,0.985844,1.0,0.000,3.5,0.000
'260',23,07,1980,25130.0,9.9,23.5,1.164590,1.5,0.000,4.4,0.000
'260',24,07,1980,20800.0,11.0,24.3,1.283288,2.1,0.000,3.6,0.000
'260',25,07,1980,23430.0,12.2,26.8,1.471299,2.6,0.000,4.3,0.000
'260',26,07,1980,21920.0,17.2,29.2,1.817010,2.6,0.200,4.2,0.012
'260',27,07,1980,15000.0,14.5,24.5,1.714980,1.5,0.000,2.7,0.000
'260',28,07,1980,19620.0,13.6,24.3,1.682037,2.6,0.000,3.6,0.000
'260',29,07,1980,21240.0,17.0,26.9,1.904841,3.6,0.000,4.0,0.000
'260',30,07,1980,7230.0,12.6,20.3,1.419566,2.6,1.400,1.3,0.062
'260',31,07,1980,20380.0,10.6,24.2,1.284318,1.0,0.000,3.6,0.000
'260',01,08,1980,15970.0,14.5,25.3,1.411618,2.1,0.200,2.9,0.017
'260',02,08,1980,20550.0,13.2,27.7,1.582703,2.1,0.000,3.9,0.000
'260',03,08,1980,16720.0,15.9,29.3,1.897687,2.6,0.000,3.2,0.000
'260',04,08,1980,12520.0,13.9,23.5,1.644097,3.6,1.000,2.2,0.075
'260',05,08,1980,14570.0,16.9,21.2,1.546997,5.1,1.300,2.6,0.096
'260',06,08,1980,13640.0,16.3,21.7,1.527556,4.6,0.000,2.4,0.000
'260',07,08,1980,10240.0,15.1,22.7,1.761864,2.1,0.000,1.8,0.000
'260',08,08,1980,13790.0,10.1,21.9,1.434298,3.1,0.200,2.4,0.012
'260',09,08,1980,13190.0,6.8,19.8,1.094558,1.0,0.000,2.2,0.000
'260',10,08,1980,16100.0,11.0,21.5,1.289678,1.0,0.000,2.7,0.000
'260',11,08,1980,11130.0,13.0,24.0,1.591755,2.6,5.600,2.0,0.204
'260',12,08,1980,11560.0,13.7,17.7,1.423181,3.6,9.600,1.9,0.129
'260',13,08,1980,11530.0,13.3,19.6,1.584770,2.6,0.100,2.0,0.008
'260',14,08,1980,9630.0,15.9,21.7,1.927620,2.1,5.500,1.7,0.088
'260',15,08,1980,18310.0,14.5,25.9,1.736495,2.6,12.700,3.3,0.050
'260',16,08,1980,8270.0,17.0,22.3,1.989938,1.4,0.000,1.5,0.000
'260',17,08,1980,17330.0,15.9,24.2,1.785328,1.0,0.000,3.1,0.000
'260',18,08,1980,10150.0,16.1,22.2,1.729877,1.5,0.000,1.8,0.000
'260',19,08,1980,13420.0,11.2,20.4,1.358890,2.1,0.000,2.3,0.000
'260',20,08,1980,12210.0,14.4,21.5,1.665034,5.1,0.000,2.2,0.000
'260',21,08,1980,16250.0,13.5,19.5,1.400180,5.1,3.500,2.8,0.033
'260',22,08,1980,11910.0,11.2,16.7,1.172776,3.6,3.200,1.9,0.142
'260',23,08,1980,9470.0,10.5,15.7,1.152295,2.6,1.600,1.5,0.058
'260',24,08,1980,6110.0,7.9,15.7,1.117903,1.5,1.800,0.9,0.108
'260',25,08,1980,18680.0,4.6,19.3,0.948728,1.0,0.000,2.9,0.000
'260',26,08,1980,19900.0,8.2,22.3,1.022457,2.1,0.000,3.3,0.000
'260',27,08,1980,17450.0,8.3,24.8,1.297927,1.0,0.000,3.0,0.000
'260',28,08,1980,5390.0,11.0,19.5,1.452743,2.6,0.000,0.9,0.000
'260',29,08,1980,8210.0,15.3,21.1,1.706505,3.1,3.300,1.4,0.213
'260',30,08,1980,8100.0,14.0,18.6,1.536143,4.1,11.900,1.4,0.358
'260',31,08,1980,6560.0,10.7,17.4,1.289859,3.1,2.600,1.1,0.296
'260',01,09,1980,17840.0,8.9,20.1,1.187953,1.5,0.000,2.9,0.000
'260',02,09,1980,17650.0,7.3,20.5,1.109139,1.5,0.000,2.9,0.000
'260',03,09,1980,18550.0,9.0,22.5,1.222431,1.5,0.000,3.1,0.000
'260',04,09,1980,9010.0,10.1,18.8,1.479977,1.5,0.000,1.5,0.000
'260',05,09,1980,7930.0,12.1,19.3,1.341070,1.5,4.100,1.3,0.104
'260',06,09,1980,14740.0,12.4,20.3,1.360661,2.6,0.200,2.5,0.012
'260',07,09,1980,17690.0,11.2,22.5,1.346856,2.1,0.000,3.1,0.000
'260',08,09,1980,14750.0,11.5,22.4,1.450557,2.1,2.000,2.5,0.088
'260',09,09,1980,13580.0,9.3,17.6,1.147657,2.6,0.400,2.2,0.021
'260',10,09,1980,2750.0,11.1,16.8,1.256128,4.6,2.700,0.4,0.104
'260',11,09,1980,13760.0,13.1,18.8,1.388847,3.6,9.500,2.3,0.096
'260',12,09,1980,7850.0,13.4,19.3,1.398422,5.7,1.300,1.3,0.075
'260',13,09,1980,11250.0,12.4,17.3,1.278309,4.1,5.600,1.8,0.150
'260',14,09,1980,5260.0,12.3,17.9,1.449602,3.6,10.700,0.9,0.242
'260',15,09,1980,7720.0,11.5,18.5,1.399696,1.5,0.000,1.3,0.000
'260',16,09,1980,11600.0,10.6,20.4,1.345369,1.5,0.000,1.9,0.000
'260',17,09,1980,11500.0,13.2,19.1,1.424899,2.6,1.600,1.9,0.083
'260',18,09,1980,13510.0,12.3,20.0,1.318001,1.5,0.000,2.3,0.000
'260',19,09,1980,8810.0,13.9,22.8,1.805231,2.1,0.000,1.5,0.000
'260',20,09,1980,13310.0,16.0,25.0,1.777938,2.1,0.000,2.4,0.000
'260',21,09,1980,6950.0,16.2,21.4,1.720810,1.5,0.000,1.2,0.000
'260',22,09,1980,5410.0,12.8,20.8,1.707008,1.0,0.400,0.9,0.008
'260',23,09,1980,10190.0,9.9,20.9,1.394747,1.0,0.000,1.7,0.000
'260',24,09,1980,3290.0,8.1,17.1,1.319015,1.0,1.100,0.5,0.029
'260',25,09,1980,7770.0,6.0,16.4,1.097070,0.5,0.000,1.2,0.000
'260',26,09,1980,13120.0,5.5,17.9,1.000881,1.5,0.000,2.0,0.000
'260',27,09,1980,9100.0,9.4,17.6,1.338573,1.0,0.200,1.4,0.008
'260',28,09,1980,10260.0,11.1,23.1,1.551990,1.0,0.000,1.7,0.000
'260',29,09,1980,7150.0,12.4,19.1,1.497749,1.0,0.400,1.2,0.021
'260',30,09,1980,10690.0,7.3,18.1,1.061906,2.1,0.400,1.7,0.025
'260',01,10,1980,9340.0,4.9,17.4,0.985260,2.6,1.900,1.5,0.088
'260',02,10,1980,7130.0,5.1,16.3,1.019128,1.5,0.000,1.1,0.000
'260',03,10,1980,10640.0,2.9,16.0,0.892220,1.0,0.000,1.5,0.000
'260',04,10,1980,5260.0,5.2,14.9,1.060364,1.5,0.600,0.8,0.021
'260',05,10,1980,6420.0,4.4,15.9,0.947018,2.1,0.100,0.9,0.004
'260',06,10,1980,3010.0,10.4,15.2,1.326267,5.1,7.400,0.5,0.188
'260',07,10,1980,8250.0,7.8,14.8,0.922582,7.2,19.600,1.3,0.300
'260',08,10,1980,6870.0,7.2,13.7,0.960621,5.7,5.400,1.0,0.204
'260',09,10,1980,6670.0,4.7,13.0,0.871113,3.1,2.500,0.9,0.042
'260',10,10,1980,9540.0,6.0,12.6,0.901715,3.1,0.000,1.3,0.000
'260',11,10,1980,3140.0,6.1,10.3,0.802655,6.2,0.000,0.4,0.000
'260',12,10,1980,10590.0,5.3,12.5,0.868517,3.1,0.000,1.5,0.000
'260',13,10,1980,9820.0,1.3,14.2,0.720850,0.5,0.000,1.3,0.000
'260',14,10,1980,7200.0,0.1,13.3,0.736791,0.5,0.000,0.9,0.000
'260',15,10,1980,6220.0,-0.2,12.7,0.764925,0.5,0.000,0.8,0.000
'260',16,10,1980,3910.0,4.6,14.1,1.027067,3.1,1.900,0.6,0.133
'260',17,10,1980,1920.0,10.0,13.0,1.238254,3.6,1.200,0.3,0.163
'260',18,10,1980,5480.0,5.4,12.2,0.924226,3.6,2.700,0.8,0.075
'260',19,10,1980,5430.0,1.7,10.5,0.794951,3.6,9.800,0.7,0.267
'260',20,10,1980,5480.0,0.1,11.6,0.724936,1.5,0.200,0.7,0.012
'260',21,10,1980,4760.0,7.6,13.0,1.077710,2.6,0.000,0.7,0.000
'260',22,10,1980,3090.0,6.2,14.3,1.017453,2.6,0.800,0.5,0.054
'260',23,10,1980,4870.0,9.9,13.9,1.139533,5.1,3.500,0.8,0.096
'260',24,10,1980,6160.0,8.4,13.3,0.972078,4.1,2.200,0.9,0.054
'260',25,10,1980,5140.0,3.0,12.1,0.844272,2.1,5.200,0.7,0.104
'260',26,10,1980,4240.0,3.7,11.1,0.888337,2.6,2.600,0.6,0.163
'260',27,10,1980,2340.0,10.2,17.7,1.430091,5.7,1.600,0.4,0.104
'260',28,10,1980,3440.0,10.5,18.1,1.401037,4.6,10.800,0.6,0.196
'260',29,10,1980,2470.0,8.3,12.9,1.040871,4.6,4.500,0.4,0.054
'260',30,10,1980,6810.0,0.9,12.3,0.698569,1.5,0.400,0.9,0.017
'260',31,10,1980,6980.0,-0.1,9.5,0.798743,2.1,0.000,0.9,0.000
'260',01,11,1980,7150.0,-0.8,5.8,0.462726,4.1,0.000,0.8,0.000
'260',02,11,1980,7830.0,-3.8,1.5,0.364649,5.1,0.000,0.8,0.000
'260',03,11,1980,7080.0,-5.4,-0.9,0.346440,4.6,0.000,0.6,0.000
'260',04,11,1980,3070.0,-6.2,0.7,0.380501,3.1,0.100,0.3,0.042
'260',05,11,1980,5830.0,-4.0,1.4,0.360711,6.2,0.000,0.6,0.000
'260',06,11,1980,1290.0,-1.2,0.7,0.497095,5.7,1.000,0.1,0.229
'260',07,11,1980,2710.0,-0.6,0.6,0.577292,2.1,8.800,0.3,0.629
'260',08,11,1980,5860.0,-1.2,2.2,0.530597,1.5,0.000,0.6,0.000
'260',09,11,1980,6150.0,-3.1,7.6,0.552019,1.0,0.000,0.7,0.000
'260',10,11,1980,3340.0,-1.1,6.7,0.625923,1.0,0.000,0.4,0.000
