Station,DD,MM,YYYY,Rad,Tmin,Tmax,Hum,Wind,Rain,ETref,Wet
'260',29,05,1984,2990.0,9.6,12.6,1.283460,3.1,6.300,0.5,0.208
'260',30,05,1984,12280.0,10.2,18.1,1.390750,3.6,0.000,2.0,0.000
'260',31,05,1984,25410.0,7.7,19.8,1.093422,2.6,0.000,4.2,0.000
'260',01,06,1984,15790.0,7.2,19.6,1.249177,2.6,3.200,2.5,0.075
'260',02,06,1984,20210.0,9.2,18.7,1.136730,3.1,0.000,3.3,0.000
'260',03,06,1984,8480.0,10.8,19.1,1.481438,3.1,6.200,1.4,0.192
'260',04,06,1984,4770.0,9.5,12.3,1.224369,2.6,21.800,0.7,0.513
'260',05,06,1984,13950.0,7.6,15.7,1.078603,2.1,0.700,2.1,0.033
'260',06,06,1984,13320.0,6.3,16.3,1.061183,3.6,1.200,2.1,0.083
'260',07,06,1984,2730.0,11.0,13.0,1.360309,2.1,3.500,0.4,0.354
'260',08,06,1984,8030.0,10.3,14.3,1.213232,3.1,0.000,1.2,0.000
'260',09,06,1984,24950.0,9.8,16.6,1.143692,3.6,0.000,3.9,0.000
'260',10,06,1984,21050.0,8.5,20.9,1.203888,2.6,0.000,3.4,0.000
'260',11,06,1984,19770.0,8.9,17.0,1.038607,2.6,0.000,3.1,0.000
'260',12,06,1984,22460.0,6.2,19.8,1.074535,2.6,0.000,3.7,0.000
'260',13,06,1984,6910.0,12.1,17.7,1.404971,4.6,0.000,1.1,0.000
'260',14,06,1984,11080.0,9.6,18.0,1.308159,3.6,4.600,1.8,0.146
'260',15,06,1984,17140.0,8.3,17.9,1.192136,3.1,0.000,2.7,0.000
'260',16,06,1984,21440.0,8.1,17.1,1.167361,2.1,0.000,3.4,0.000
'260',17,06,1984,18820.0,9.1,20.8,1.247710,1.5,0.000,3.1,0.000
'260',18,06,1984,22750.0,11.6,22.7,1.434989,2.1,0.000,3.9,0.000
'260',19,06,1984,20920.0,10.9,25.0,1.475629,1.5,0.000,3.7,0.000
'260',20,06,1984,23490.0,13.5,27.1,1.521578,1.5,0.000,4.4,0.000
'260',21,06,1984,24030.0,8.1,22.3,1.229265,3.1,0.000,4.1,0.000
'260',22,06,1984,7470.0,8.3,17.0,1.077798,4.6,5.800,1.2,0.250
'260',23,06,1984,20240.0,9.6,15.5,1.052112,4.1,1.000,3.1,0.062
'260',24,06,1984,14380.0,9.6,15.0,1.040229,3.6,0.800,2.2,0.079
'260',25,06,1984,7930.0,11.2,16.3,1.286031,4.1,4.600,1.3,0.179
'260',26,06,1984,23530.0,10.1,19.7,1.221021,3.1,0.000,3.9,0.000
'260',27,06,1984,16290.0,11.6,19.0,1.384975,3.1,0.000,2.7,0.000
'260',28,06,1984,17830.0,8.2,15.7,1.091255,3.1,0.000,2.8,0.000
'260',29,06,1984,16850.0,7.8,16.0,0.929145,3.1,3.500,2.6,0.054
'260',30,06,1984,16220.0,5.8,15.4,0.942305,2.6,0.700,2.4,0.062
'260',01,07,1984,22340.0,4.0,18.0,0.850388,1.5,0.000,3.5,0.000
'260',02,07,1984,11780.0,9.2,17.4,1.187008,3.1,1.800,1.8,0.096
'260',03,07,1984,9230.0,9.4,14.6,1.150224,3.6,2.000,1.4,0.046
'260',04,07,1984,8070.0,10.1,14.9,1.163298,3.1,0.300,1.3,0.079
'260',05,07,1984,19270.0,10.8,19.0,1.286657,3.1,0.000,3.1,0.000
'260',06,07,1984,18300.0,10.1,19.1,1.273962,1.5,0.000,2.9,0.000
'260',07,07,1984,25220.0,9.0,24.7,1.305259,1.5,0.000,4.4,0.000
'260',08,07,1984,27410.0,13.1,28.7,1.332591,2.6,0.000,5.1,0.000
'260',09,07,1984,21490.0,15.5,29.8,1.974479,3.1,12.500,4.0,0.075
'260',10,07,1984,14380.0,12.3,24.8,1.716951,2.1,16.700,2.5,0.146
'260',11,07,1984,11480.0,14.6,21.9,1.794959,2.6,9.600,2.0,0.058
'260',12,07,1984,19610.0,14.2,22.0,1.533014,4.6,0.000,3.4,0.000
'260',13,07,1984,16800.0,14.4,19.6,1.433966,4.6,1.600,2.9,0.033
'260',14,07,1984,7820.0,12.7,18.5,1.528944,3.1,6.000,1.3,0.213
'260',15,07,1984,7680.0,11.7,16.3,1.394222,2.1,10.500,1.2,0.321
'260',16,07,1984,13300.0,11.3,17.5,1.416165,3.6,4.400,2.1,0.075
'260',17,07,1984,12390.0,11.2,17.2,1.229758,3.1,0.000,2.0,0.000
'260',18,07,1984,8540.0,13.3,20.3,1.591611,2.6,1.400,1.4,0.029
'260',19,07,1984,10160.0,12.6,17.8,1.372932,2.6,0.000,1.7,0.000
'260',20,07,1984,7130.0,12.8,16.8,1.417501,2.1,0.000,1.2,0.000
'260',21,07,1984,12060.0,11.5,18.0,1.294725,2.1,0.000,2.0,0.000
'260',22,07,1984,22350.0,8.4,19.4,1.153926,2.1,0.000,3.6,0.000
'260',23,07,1984,16190.0,9.5,20.5,1.311266,1.5,0.000,2.7,0.000
'260',24,07,1984,26320.0,8.9,20.6,1.190394,2.6,0.000,4.4,0.000
'260',25,07,1984,13300.0,9.2,17.1,1.217642,3.1,0.000,2.2,0.000
'260',26,07,1984,10330.0,12.7,17.8,1.443182,3.1,0.400,1.7,0.046
'260',27,07,1984,12390.0,12.7,20.3,1.512067,3.1,0.200,2.1,0.033
'260',28,07,1984,5810.0,13.8,19.6,1.685610,2.6,0.500,1.0,0.067
'260',29,07,1984,22570.0,12.7,25.4,1.512885,1.5,0.000,4.0,0.000
'260',30,07,1984,23150.0,15.9,30.5,1.528939,3.1,0.000,4.5,0.000
'260',31,07,1984,16940.0,16.8,27.6,1.822449,3.6,0.800,3.2,0.017
'260',01,08,1984,17330.0,11.4,23.9,1.410137,2.1,0.100,3.0,0.012
'260',02,08,1984,6290.0,10.7,18.7,1.452108,2.1,2.100,1.1,0.179
'260',03,08,1984,11290.0,13.8,22.7,1.768383,2.6,0.100,2.0,0.025
'260',04,08,1984,20210.0,13.5,23.8,1.488326,2.1,0.000,3.6,0.000
'260',05,08,1984,11360.0,13.5,21.7,1.531807,2.6,1.300,1.9,0.121
'260',06,08,1984,19300.0,10.7,20.1,1.282864,2.6,0.000,3.2,0.000
'260',07,08,1984,14030.0,11.5,21.0,1.351095,2.6,0.000,2.3,0.000
'260',08,08,1984,11710.0,9.6,23.2,1.337053,2.1,1.700,2.0,0.029
'260',09,08,1984,19830.0,12.7,22.4,1.457283,4.6,0.000,3.4,0.000
'260',10,08,1984,13510.0,11.5,19.8,1.340155,4.6,0.000,2.3,0.000
'260',11,08,1984,11690.0,10.9,20.2,1.412481,2.1,0.000,2.0,0.000
'260',12,08,1984,19650.0,14.9,24.7,1.593985,3.1,0.000,3.5,0.000
'260',13,08,1984,16100.0,11.9,25.5,1.430926,2.1,0.000,2.9,0.000
'260',14,08,1984,19250.0,12.0,24.0,1.365651,2.1,0.000,3.4,0.000
'260',15,08,1984,14230.0,9.2,21.9,1.357051,1.5,0.000,2.4,0.000
'260',16,08,1984,17350.0,10.9,23.0,1.389988,2.1,0.000,3.0,0.000
'260',17,08,1984,20170.0,10.6,23.3,1.419443,2.1,0.000,3.5,0.000
'260',18,08,1984,18200.0,8.9,24.9,1.383191,1.5,0.000,3.1,0.000
'260',19,08,1984,18660.0,12.9,27.6,1.386381,1.5,0.000,3.4,0.000
'260',20,08,1984,18650.0,13.1,28.8,1.510847,1.5,0.000,3.4,0.000
'260',21,08,1984,18090.0,15.2,27.6,1.763378,3.1,0.000,3.4,0.000
'260',22,08,1984,20190.0,15.4,30.0,1.517463,2.6,0.000,3.8,0.000
'260',23,08,1984,17300.0,15.3,29.6,1.619032,1.5,0.000,3.3,0.000
'260',24,08,1984,17740.0,16.0,28.8,1.410556,2.6,0.000,3.4,0.000
'260',25,08,1984,16160.0,15.3,26.9,1.746708,2.6,0.000,3.0,0.000
'260',26,08,1984,13800.0,10.4,23.4,1.407729,2.1,0.000,2.4,0.000
'260',27,08,1984,15800.0,7.8,22.4,1.233483,1.5,0.000,2.6,0.000
'260',28,08,1984,15760.0,11.1,23.9,1.446737,1.5,0.000,2.7,0.000
'260',29,08,1984,6350.0,14.9,20.2,1.697716,3.1,0.900,1.1,0.088
'260',30,08,1984,7600.0,15.7,22.6,1.752194,4.6,0.000,1.4,0.000
'260',31,08,1984,5770.0,15.9,21.7,1.788788,4.6,0.300,1.0,0.008
'260',01,09,1984,9080.0,14.7,22.7,1.669433,3.6,0.000,1.6,0.000
'260',02,09,1984,17920.0,12.0,25.4,1.489059,2.1,0.000,3.2,0.000
'260',03,09,1984,10560.0,17.0,23.7,1.644105,5.7,0.400,1.9,0.017
'260',04,09,1984,6990.0,8.2,21.2,1.352834,5.1,1.100,1.2,0.125
'260',05,09,1984,13050.0,7.1,16.8,0.986186,2.6,0.400,2.0,0.017
'260',06,09,1984,10860.0,6.4,17.1,0.900743,2.6,0.000,1.7,0.000
'260',07,09,1984,1850.0,9.9,12.5,1.111099,2.1,18.300,0.3,0.717
'260',08,09,1984,8120.0,9.4,15.8,1.203170,2.1,0.900,1.3,0.033
'260',09,09,1984,5300.0,10.2,17.0,1.229887,4.1,18.500,0.9,0.350
'260',10,09,1984,5550.0,10.0,17.6,1.307835,4.6,13.700,0.9,0.229
'260',11,09,1984,5060.0,11.1,17.1,1.313676,3.6,3.100,0.8,0.125
'260',12,09,1984,8050.0,11.1,17.7,1.208880,2.1,0.000,1.3,0.000
'260',13,09,1984,8800.0,10.2,19.7,1.499691,1.5,0.000,1.5,0.000
'260',14,09,1984,4580.0,14.5,18.7,1.690777,1.5,2.100,0.8,0.121
'260',15,09,1984,2330.0,14.5,16.6,1.686363,2.1,6.100,0.4,0.217
'260',16,09,1984,5470.0,12.8,17.6,1.474384,2.1,0.000,0.9,0.000
'260',17,09,1984,7650.0,8.5,17.7,1.375204,2.1,8.900,1.2,0.175
'260',18,09,1984,8510.0,11.0,18.8,1.420188,1.5,0.000,1.4,0.000
'260',19,09,1984,5090.0,11.3,16.2,1.213689,3.1,0.000,0.8,0.000
'260',20,09,1984,4240.0,11.8,15.6,1.357560,3.6,9.400,0.7,0.217
'260',21,09,1984,8630.0,8.2,15.6,1.085712,3.6,8.900,1.3,0.333
'260',22,09,1984,6030.0,7.0,12.8,1.018085,3.6,3.100,0.9,0.100
'260',23,09,1984,9370.0,7.5,15.1,1.113931,2.1,6.400,1.4,0.133
'260',24,09,1984,5420.0,5.8,13.3,1.064450,1.0,3.800,0.8,0.058
'260',25,09,1984,2670.0,7.5,11.6,1.105768,2.6,17.900,0.4,0.454
'260',26,09,1984,8450.0,8.1,15.9,1.172395,2.6,11.600,1.3,0.129
'260',27,09,1984,8880.0,8.2,17.0,1.163808,1.5,0.000,1.4,0.000
'260',28,09,1984,9430.0,8.9,17.6,1.297738,2.6,0.000,1.5,0.000
'260',29,09,1984,8240.0,9.3,19.2,1.420129,1.5,7.600,1.3,0.125
'260',30,09,1984,3230.0,10.5,15.1,1.347146,3.1,3.500,0.5,0.183
'260',01,10,1984,2270.0,9.8,14.7,1.325056,2.6,9.300,0.4,0.238
'260',02,10,1984,8370.0,7.0,15.6,1.063071,3.1,2.700,1.3,0.125
'260',03,10,1984,10160.0,6.9,15.6,1.102897,2.1,0.000,1.5,0.000
'260',04,10,1984,11990.0,6.0,16.0,0.989923,3.1,0.000,1.8,0.000
'260',05,10,1984,1200.0,9.1,10.8,1.148577,3.6,11.900,0.2,0.433
'260',06,10,1984,6080.0,7.4,14.3,1.012004,3.1,2.200,0.9,0.062
'260',07,10,1984,5800.0,5.5,13.9,0.954251,3.1,2.200,0.9,0.083
'260',08,10,1984,1710.0,8.0,15.6,1.323213,3.6,0.700,0.3,0.096
'260',09,10,1984,3040.0,10.2,15.5,1.344278,2.6,5.600,0.5,0.179
'260',10,10,1984,2080.0,10.0,15.6,1.411538,2.1,2.600,0.3,0.233
'260',11,10,1984,10270.0,6.8,16.2,1.074210,2.6,0.700,1.6,0.029
'260',12,10,1984,6390.0,6.5,16.5,1.141000,1.5,0.000,1.0,0.000
'260',13,10,1984,6080.0,7.4,15.9,1.174303,2.6,0.000,1.0,0.000
'260',14,10,1984,4460.0,10.5,16.6,1.355833,2.6,0.000,0.7,0.000
'260',15,10,1984,3300.0,10.8,17.2,1.520961,1.5,0.000,0.5,0.000
'260',16,10,1984,2890.0,10.2,15.8,1.358286,1.5,0.000,0.5,0.000
'260',17,10,1984,5750.0,8.1,15.2,1.234257,3.1,0.000,0.9,0.000
'260',18,10,1984,1740.0,10.4,14.2,1.192000,5.7,4.600,0.3,0.100
'260',19,10,1984,4450.0,9.5,14.2,1.175103,5.1,14.500,0.7,0.400
'260',20,10,1984,5830.0,8.4,13.4,0.944082,7.2,2.900,0.9,0.037
'260',21,10,1984,5440.0,7.0,13.1,0.893193,4.1,0.000,0.8,0.000
'260',22,10,1984,760.0,7.3,14.7,1.181804,6.2,12.800,0.1,0.421
'260',23,10,1984,3180.0,9.4,15.1,1.224251,4.1,8.800,0.5,0.163
'260',24,10,1984,7490.0,9.1,14.3,1.074030,3.6,5.500,1.1,0.012
'260',25,10,1984,6380.0,10.7,16.2,1.238258,5.1,9.700,1.0,0.100
'260',26,10,1984,7890.0,6.2,13.9,0.936445,3.1,0.000,1.2,0.000
'260',27,10,1984,8180.0,1.8,13.9,0.824281,1.0,0.000,1.1,0.000
'260',28,10,1984,4780.0,1.9,11.6,0.872533,3.6,0.000,0.7,0.000
'260',29,10,1984,1460.0,10.4,14.6,1.411737,3.1,3.100,0.2,0.042
'260',30,10,1984,7600.0,9.4,18.3,1.372547,2.1,0.000,1.2,0.000
'260',31,10,1984,7300.0,5.4,15.6,1.099768,2.1,0.000,1.1,0.000
'260',01,11,1984,7090.0,8.0,17.3,1.281474,2.6,0.000,1.1,0.000
'260',02,11,1984,7510.0,7.1,15.5,1.067821,3.1,0.000,1.1,0.000
'260',03,11,1984,3480.0,6.1,12.3,0.926678,3.6,0.000,0.5,0.000
'260',04,11,1984,5200.0,4.4,10.5,0.824983,3.6,0.000,0.7,0.000
'260',05,11,1984,5760.0,3.0,12.0,0.809889,1.5,0.300,0.8,0.025
'260',06,11,1984,1230.0,7.0,11.2,1.081238,2.1,1.200,0.2,0.167
'260',07,11,1984,1300.0,5.2,11.0,1.033004,2.1,2.400,0.2,0.100
'260',08,11,1984,2940.0,6.2,14.3,1.001154,3.6,0.000,0.4,0.000
'260',09,11,1984,2860.0,9.6,14.8,0.926744,4.1,0.000,0.4,0.000
'260',10,11,1984,4410.0,8.5,15.8,1.201194,2.1,0.000,0.7,0.000
'260',11,11,1984,3980.0,8.1,13.1,1.092459,2.1,0.000,0.6,0.000
'260',12,11,1984,5310.0,6.0,12.9,0.956480,3.1,0.000,0.8,0.000
'260',13,11,1984,3120.0,3.4,11.0,0.895372,2.1,0.000,0.4,0.000
'260',14,11,1984,3590.0,4.3,9.1,0.757546,2.6,0.000,0.5,0.000
'260',15,11,1984,1590.0,2.2,5.6,0.688238,2.1,3.100,0.2,0.167
'260',16,11,1984,1890.0,1.5,4.9,0.663684,4.1,2.700,0.2,0.250
'260',17,11,1984,1220.0,1.4,3.7,0.665018,4.1,4.000,0.1,0.358
'260',18,11,1984,1560.0,2.8,6.8,0.804604,2.1,2.700,0.2,0.292
'260',19,11,1984,2810.0,5.0,7.4,0.843252,3.1,0.000,0.4,0.000
'260',20,11,1984,3750.0,4.5,9.7,0.856228,2.6,0.600,0.5,0.067
'260',21,11,1984,2940.0,6.6,11.5,0.951484,5.1,10.800,0.4,0.246
'260',22,11,1984,950.0,7.8,14.6,1.236184,6.7,17.900,0.1,0.629
'260',23,11,1984,1870.0,9.1,14.6,1.147316,8.2,13.400,0.3,0.254
'260',24,11,1984,2890.0,9.0,13.4,1.039348,7.2,1.200,0.4,0.067
'260',25,11,1984,2920.0,5.8,11.0,0.992063,4.6,0.600,0.4,0.029
'260',26,11,1984,4480.0,3.0,10.1,0.799196,2.6,0.000,0.6,0.000
'260',27,11,1984,2640.0,2.5,7.2,0.692093,4.1,0.000,0.3,0.000
'260',28,11,1984,620.0,5.3,8.1,0.767790,5.7,0.600,0.1,0.046
'260',29,11,1984,1970.0,7.2,10.5,0.992885,4.6,0.000,0.3,0.000
'260',30,11,1984,3530.0,5.8,11.2,0.815598,4.6,0.000,0.5,0.000
'260',01,12,1984,4110.0,2.0,12.2,0.648034,4.1,0.000,0.6,0.000
'260',02,12,1984,2670.0,-0.1,8.3,0.776428,2.1,0.000,0.3,0.000
'260',03,12,1984,4120.0,1.6,7.5,0.738579,3.6,0.000,0.5,0.000
'260',04,12,1984,3240.0,1.2,7.6,0.757788,3.1,0.000,0.4,0.000
'260',05,12,1984,2520.0,5.4,10.3,0.868123,3.6,0.000,0.3,0.000
'260',06,12,1984,800.0,1.0,7.0,0.755870,3.1,1.400,0.1,0.088
'260',07,12,1984,2270.0,-0.5,5.3,0.699754,2.1,0.000,0.3,0.000
'260',08,12,1984,620.0,-0.5,6.1,0.732310,3.1,0.000,0.1,0.000
'260',09,12,1984,3670.0,3.3,10.2,0.806292,3.1,1.300,0.5,0.071
'260',10,12,1984,2470.0,4.7,10.4,0.921035,3.1,0.000,0.3,0.000
'260',11,12,1984,850.0,3.9,7.7,0.855727,1.5,0.000,0.1,0.000
'260',12,12,1984,1750.0,3.1,7.6,0.779050,3.1,0.000,0.2,0.000
'260',13,12,1984,3490.0,1.8,6.7,0.709683,3.6,0.000,0.4,0.000
'260',14,12,1984,1260.0,1.8,8.8,0.831360,3.1,0.300,0.2,0.046
'260',15,12,1984,1360.0,1.7,5.2,0.735495,3.1,0.700,0.2,0.050
'260',16,12,1984,1730.0,2.7,5.4,0.758916,2.6,0.800,0.2,0.058
'260',17,12,1984,1090.0,3.2,7.6,0.834545,3.6,4.200,0.1,0.317
'260',18,12,1984,1610.0,1.1,6.3,0.667438,2.1,0.100,0.2,0.008
'260',19,12,1984,420.0,1.4,8.4,0.768755,5.1,1.300,0.1,0.100
'260',20,12,1984,450.0,8.2,9.2,1.067765,5.7,7.600,0.1,0.371
'260',21,12,1984,3210.0,2.8,9.6,0.776251,4.6,1.700,0.4,0.037
'260',22,12,1984,2740.0,1.3,5.8,0.705684,3.1,0.000,0.3,0.000
'260',23,12,1984,950.0,2.9,5.9,0.736379,4.6,1.400,0.1,0.142
'260',24,12,1984,710.0,3.9,6.4,0.813109,5.1,3.800,0.1,0.312
'260',25,12,1984,3030.0,1.8,7.1,0.703653,3.1,1.100,0.4,0.042
'260',26,12,1984,1340.0,-0.2,6.4,0.728772,3.6,2.200,0.2,0.158
'260',27,12,1984,1420.0,-0.7,4.7,0.620428,2.1,0.000,0.2,0.000
'260',28,12,1984,1980.0,-1.5,2.7,0.553740,1.0,0.000,0.2,0.000
'260',29,12,1984,3180.0,-1.1,3.8,0.603744,1.0,0.000,0.3,0.000
'260',30,12,1984,1180.0,-2.0,1.5,0.544361,2.1,0.000,0.1,0.000
'260',31,12,1984,350.0,-0.5,4.6,0.633414,4.1,2.300,0.0,0.192
