
# --------------------------------------------------------------------------------------------------------
# Contents:
# Dutch soil profiles, BOFEK clustering and hydraulic properties.
#
# Source:
# Soil map of the Netherlands: https://service.pdok.nl/bzk/bro-bodemkaart/atom/bro-bodemkaart.xml
# BOFEK clustering, Staringreeks: https://www.wur.nl/nl/show/bodemfysische-eenhedenkaart-bofek2020.htm
#
# Date:
# 2025-04-17
# --------------------------------------------------------------------------------------------------------

soil_id,soil_unit,soil_name,soil_classification,soil_landuse,bofek_cluster,bofek_dominant,bofek_name,bofek_area,layer_number,layer_faohorizon,layer_ztop,layer_zbot,layer_staringclass,layer_staringclassname,layer_staringdescription,layer_staringlabel,layer_orgmat,layer_pclay,layer_psilt,layer_bdens,layer_ores,layer_osat,layer_alfa,layer_npar,layer_lexp,layer_ksatfit
90115410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",Zeekleigronden,akkerbouw,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,9317.713769,1,Ap,0.0,0.25,108,B08,matig lichte zavel,m. lichte zavel,2.0,13,41,1.481,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
90115410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",Zeekleigronden,akkerbouw,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,9317.713769,2,Cwg,0.25,0.5,209,O09,matig lichte zavel,m. lichte zavel,0.9,13,41,1.528,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
90115410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",Zeekleigronden,akkerbouw,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,9317.713769,3,Cg1,0.5,0.9,208,O08,zeer lichte zavel,z. licht zavel,0.6,11,39,1.566,0.0,0.45375142,0.01132406,1.34596812,-0.90382318,8.64086044
90115410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",Zeekleigronden,akkerbouw,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,9317.713769,4,Cg2,0.9,1.2,203,O03,sterk lemig zeer fijn tot matig fijn zand,st. lemig z.f.-m.f. zand,0.5,6,24,1.317,0.01,0.33981025,0.01724264,1.70339467,0.0001,12.36681012
90215410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",Zeekleigronden,grasland,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,3790.339409,1,Ap1,0.0,0.1,108,B08,matig lichte zavel,m. lichte zavel,4.0,13,41,1.404,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
90215410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",Zeekleigronden,grasland,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,3790.339409,2,Ap2,0.1,0.25,108,B08,matig lichte zavel,m. lichte zavel,2.5,13,41,1.462,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
90215410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",Zeekleigronden,grasland,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,3790.339409,3,Cw,0.25,0.5,209,O09,matig lichte zavel,m. lichte zavel,0.9,13,41,1.528,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
90215410,Mn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",Zeekleigronden,grasland,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,3790.339409,4,Cg1,0.5,1.2,208,O08,zeer lichte zavel,z. licht zavel,0.6,11,39,1.566,0.0,0.45375142,0.01132406,1.34596812,-0.90382318,8.64086044
15411,Mn15Cw,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,588.1407334,1,Ap1,0.0,0.25,108,B08,matig lichte zavel,m. lichte zavel,4.0,13,41,1.404,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
15411,Mn15Cw,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,588.1407334,2,Cw,0.25,0.6,209,O09,matig lichte zavel,m. lichte zavel,0.9,15,43,1.51,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
15411,Mn15Cw,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,588.1407334,3,Cw,0.6,0.8,217,O17,mesotroof en eutroof veen,meso-eutroof veen,60.0,35,50,0.5,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
15411,Mn15Cw,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,588.1407334,4,Cg1,0.8,1.1,212,O12,matig zware klei,m.zw. klei,2.0,40,50,1.278,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15411,Mn15Cw,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,588.1407334,5,Cg2,1.1,1.2,212,O12,matig zware klei,m.zw. klei,2.0,35,45,1.311,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15420,bMn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,akkerbouw,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,7234.467257,1,Ap,0.0,0.25,108,B08,matig lichte zavel,m. lichte zavel,2.0,13,41,1.481,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
15420,bMn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,akkerbouw,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,7234.467257,2,AC,0.25,0.4,108,B08,matig lichte zavel,m. lichte zavel,1.5,13,41,1.5,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
15420,bMn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,akkerbouw,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,7234.467257,3,Cwg,0.4,0.8,209,O09,matig lichte zavel,m. lichte zavel,0.6,13,41,1.547,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
15420,bMn15C,"Kalkarme poldervaaggronden; lichte zavel, profielverloop 5",,akkerbouw,4019,0,Kleigronden (lichte zavel) op homogene ondergrond II,7234.467257,4,Cu,0.8,1.2,208,O08,zeer lichte zavel,z. licht zavel,0.6,10,30,1.576,0.0,0.45375142,0.01132406,1.34596812,-0.90382318,8.64086044
90115430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,akkerbouw,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,2825.486299,1,Ap,0.0,0.25,109,B09,zware zavel,zware zavel,2.0,20,50,1.422,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90115430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,akkerbouw,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,2825.486299,2,Cwg,0.25,0.5,210,O10,zware zavel,zware zavel,1.2,20,50,1.452,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90115430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,akkerbouw,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,2825.486299,3,Cg1,0.5,0.7,210,O10,zware zavel,zware zavel,0.6,20,50,1.483,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90115430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,akkerbouw,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,2825.486299,4,Cg2,0.7,1.2,210,O10,zware zavel,zware zavel,0.6,18,47,1.501,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90215430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,6251.52252,1,Ap1,0.0,0.1,109,B09,zware zavel,zware zavel,7.0,20,50,1.222,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90215430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,6251.52252,2,Ap2,0.1,0.25,109,B09,zware zavel,zware zavel,4.0,20,50,1.351,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90215430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,6251.52252,3,Cw,0.25,0.5,210,O10,zware zavel,zware zavel,1.2,20,50,1.452,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90215430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,6251.52252,4,Cg1,0.5,0.7,210,O10,zware zavel,zware zavel,0.6,20,50,1.483,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90215430,Mn25C,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",Zeekleigronden,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,6251.52252,5,Cg2,0.7,1.2,210,O10,zware zavel,zware zavel,0.6,18,47,1.501,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
15431,Mn25Cw,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,634.5037242,1,Ap1,0.0,0.1,109,B09,zware zavel,zware zavel,7.0,20,50,1.222,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
15431,Mn25Cw,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,634.5037242,2,Ap2,0.1,0.25,109,B09,zware zavel,zware zavel,4.0,20,50,1.351,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
15431,Mn25Cw,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,634.5037242,3,Cw,0.25,0.6,210,O10,zware zavel,zware zavel,1.2,20,50,1.452,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
15431,Mn25Cw,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,634.5037242,4,Cw,0.6,0.8,217,O17,mesotroof en eutroof veen,meso-eutroof veen,60.0,35,50,0.5,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
15431,Mn25Cw,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,634.5037242,5,Cg1,0.8,1.1,212,O12,matig zware klei,m.zw. klei,2.0,40,50,1.278,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15431,Mn25Cw,"Kalkarme poldervaaggronden; zware zavel, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,634.5037242,6,Cg2,1.1,1.2,212,O12,matig zware klei,m.zw. klei,2.0,35,45,1.311,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15440,Mn85C,"Kalkarme poldervaaggronden; klei, profielverloop 5",Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,9876.068685,1,Ap1,0.0,0.1,111,B11,matig zware klei,m.zw. klei,8.0,35,50,1.097,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15440,Mn85C,"Kalkarme poldervaaggronden; klei, profielverloop 5",Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,9876.068685,2,Ap2,0.1,0.2,111,B11,matig zware klei,m.zw. klei,4.0,35,50,1.25,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15440,Mn85C,"Kalkarme poldervaaggronden; klei, profielverloop 5",Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,9876.068685,3,Cwg,0.2,0.5,212,O12,matig zware klei,m.zw. klei,1.5,38,52,1.306,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15440,Mn85C,"Kalkarme poldervaaggronden; klei, profielverloop 5",Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,9876.068685,4,Cg1,0.5,0.9,212,O12,matig zware klei,m.zw. klei,0.7,38,52,1.336,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15440,Mn85C,"Kalkarme poldervaaggronden; klei, profielverloop 5",Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,9876.068685,5,Cg2,0.9,1.2,210,O10,zware zavel,zware zavel,1.5,22,43,1.424,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
15441,Mn85Cv,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,1,Kleigronden (klei) met veentussenlaag,3451.917481,1,Ap1,0.0,0.15,111,B11,matig zware klei,m.zw. klei,8.0,44,46,1.056,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15441,Mn85Cv,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,1,Kleigronden (klei) met veentussenlaag,3451.917481,2,Ap2,0.15,0.25,111,B11,matig zware klei,m.zw. klei,4.0,44,46,1.197,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15441,Mn85Cv,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,1,Kleigronden (klei) met veentussenlaag,3451.917481,3,Cwg,0.25,0.5,212,O12,matig zware klei,m.zw. klei,1.5,48,42,1.241,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15441,Mn85Cv,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,1,Kleigronden (klei) met veentussenlaag,3451.917481,4,Cg,0.5,0.9,209,O09,matig lichte zavel,m. lichte zavel,0.6,15,30,1.528,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
15441,Mn85Cv,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,1,Kleigronden (klei) met veentussenlaag,3451.917481,5,Cu,0.9,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,75.0,35,50,0.43,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
15442,Mn85Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,0,Kleigronden (klei) met veentussenlaag,1337.444775,1,Ap1,0.0,0.1,111,B11,matig zware klei,m.zw. klei,8.0,44,46,1.056,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15442,Mn85Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,0,Kleigronden (klei) met veentussenlaag,1337.444775,2,Ap2,0.1,0.25,111,B11,matig zware klei,m.zw. klei,4.0,44,46,1.197,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15442,Mn85Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,0,Kleigronden (klei) met veentussenlaag,1337.444775,3,Cwg,0.25,0.5,212,O12,matig zware klei,m.zw. klei,1.5,48,42,1.241,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15442,Mn85Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,0,Kleigronden (klei) met veentussenlaag,1337.444775,4,Cg,0.5,0.8,211,O11,lichte klei,lichte klei,0.6,28,47,1.417,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
15442,Mn85Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,0,Kleigronden (klei) met veentussenlaag,1337.444775,5,Cu,0.8,1.0,218,O18,moerige tussenlaag,moerige tussenlaag,75.0,35,55,0.4,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
15442,Mn85Cwp,"Kalkarme poldervaaggronden; klei, profielverloop 5",,grasland,4005,0,Kleigronden (klei) met veentussenlaag,1337.444775,6,Bheb,1.0,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,1.2,4,6,1.625,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
15450,gMn53C,"Knippige poldervaaggronden; zavel, profielverloop 3",Zeekleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,4549.080866,1,Ap,0.0,0.2,109,B09,zware zavel,zware zavel,3.0,18,32,1.403,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
15450,gMn53C,"Knippige poldervaaggronden; zavel, profielverloop 3",Zeekleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,4549.080866,2,Cwg,0.2,0.8,212,O12,matig zware klei,m.zw. klei,1.3,44,51,1.272,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15450,gMn53C,"Knippige poldervaaggronden; zavel, profielverloop 3",Zeekleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,4549.080866,3,Cwg,0.8,1.2,209,O09,matig lichte zavel,m. lichte zavel,0.6,17,33,1.51,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
15451,gMn52C,"Knippige poldervaaggronden; zavel, profielverloop 2",Zeekleigronden,grasland,4009,0,Kleigronden (zavel) op zandondergrond I,716.2414407,1,Ap,0.0,0.1,108,B08,matig lichte zavel,m. lichte zavel,7.0,14,16,1.258,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
15451,gMn52C,"Knippige poldervaaggronden; zavel, profielverloop 2",Zeekleigronden,grasland,4009,0,Kleigronden (zavel) op zandondergrond I,716.2414407,2,Ap2,0.1,0.2,108,B08,matig lichte zavel,m. lichte zavel,3.0,14,16,1.435,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
15451,gMn52C,"Knippige poldervaaggronden; zavel, profielverloop 2",Zeekleigronden,grasland,4009,0,Kleigronden (zavel) op zandondergrond I,716.2414407,3,Cwg,0.2,0.7,208,O08,zeer lichte zavel,z. licht zavel,1.3,11,14,1.527,0.0,0.45375142,0.01132406,1.34596812,-0.90382318,8.64086044
15451,gMn52C,"Knippige poldervaaggronden; zavel, profielverloop 2",Zeekleigronden,grasland,4009,0,Kleigronden (zavel) op zandondergrond I,716.2414407,4,Cu,0.7,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.4,2,4,1.666,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
15452,gMn58Cv,"Knippige poldervaaggronden; zavel, profielverloop 4, of 4 en 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,711.3914293,1,Ap,0.0,0.1,109,B09,zware zavel,zware zavel,7.0,18,32,1.234,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
15452,gMn58Cv,"Knippige poldervaaggronden; zavel, profielverloop 4, of 4 en 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,711.3914293,2,Ap2,0.1,0.2,109,B09,zware zavel,zware zavel,3.0,18,32,1.403,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
15452,gMn58Cv,"Knippige poldervaaggronden; zavel, profielverloop 4, of 4 en 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,711.3914293,3,Cwg,0.2,0.4,211,O11,lichte klei,lichte klei,1.3,25,37,1.407,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
15452,gMn58Cv,"Knippige poldervaaggronden; zavel, profielverloop 4, of 4 en 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,711.3914293,4,Cg,0.4,0.9,212,O12,matig zware klei,m.zw. klei,1.3,40,50,1.298,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15452,gMn58Cv,"Knippige poldervaaggronden; zavel, profielverloop 4, of 4 en 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,711.3914293,5,Cu,0.9,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,75.0,35,50,0.43,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
15460,gMn83C,"Knippige poldervaaggronden; klei, profielverloop 3",Zeekleigronden,grasland,4002,0,Kleigronden (klei) op  veen,19579.72066,1,Ap1,0.0,0.25,111,B11,matig zware klei,m.zw. klei,6.0,35,50,1.178,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15460,gMn83C,"Knippige poldervaaggronden; klei, profielverloop 3",Zeekleigronden,grasland,4002,0,Kleigronden (klei) op  veen,19579.72066,2,Cwg,0.25,0.6,212,O12,matig zware klei,m.zw. klei,1.4,45,47,1.263,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15460,gMn83C,"Knippige poldervaaggronden; klei, profielverloop 3",Zeekleigronden,grasland,4002,0,Kleigronden (klei) op  veen,19579.72066,3,Cg,0.6,1.2,211,O11,lichte klei,lichte klei,0.6,25,40,1.441,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
15461,gMn83Cp,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4008,0,Kleigronden (klei) op zandondergrond I,860.809902,1,Ap1,0.0,0.2,111,B11,matig zware klei,m.zw. klei,6.0,35,50,1.178,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15461,gMn83Cp,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4008,0,Kleigronden (klei) op zandondergrond I,860.809902,2,Cwg,0.2,0.8,212,O12,matig zware klei,m.zw. klei,1.4,45,47,1.263,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15461,gMn83Cp,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4008,0,Kleigronden (klei) op zandondergrond I,860.809902,3,Cu,0.8,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.4,3,9,1.658,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
15462,gMn83Cw,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1346.643199,1,Ap1,0.0,0.1,110,B10,lichte klei,lichte klei,8.0,30,45,1.121,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
15462,gMn83Cw,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1346.643199,2,Ap2,0.1,0.2,110,B10,lichte klei,lichte klei,4.0,30,45,1.282,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
15462,gMn83Cw,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1346.643199,3,Cwg,0.2,0.6,212,O12,matig zware klei,m.zw. klei,1.4,45,50,1.263,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15462,gMn83Cw,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1346.643199,4,Ahb,0.6,0.8,218,O18,moerige tussenlaag,moerige tussenlaag,55.0,45,50,0.5,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
15462,gMn83Cw,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1346.643199,5,Cg1,0.8,1.1,212,O12,matig zware klei,m.zw. klei,2.0,40,50,1.278,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15462,gMn83Cw,"Knippige poldervaaggronden; klei, profielverloop 3",,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1346.643199,6,Cg2,1.1,1.2,212,O12,matig zware klei,m.zw. klei,2.0,35,45,1.311,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15470,gMn88C,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3",Zeekleigronden,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,4036.893263,1,Ap1,0.0,0.1,111,B11,matig zware klei,m.zw. klei,9.0,35,50,1.054,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15470,gMn88C,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3",Zeekleigronden,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,4036.893263,2,Ap2,0.1,0.2,111,B11,matig zware klei,m.zw. klei,4.0,35,50,1.25,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15470,gMn88C,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3",Zeekleigronden,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,4036.893263,3,Cwg,0.2,0.7,212,O12,matig zware klei,m.zw. klei,1.8,48,44,1.233,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15470,gMn88C,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3",Zeekleigronden,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,4036.893263,4,Ahb,0.7,0.85,213,O13,zeer zware klei,z.zw. klei,5.0,55,40,1.109,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
15470,gMn88C,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3",Zeekleigronden,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,4036.893263,5,Cu,0.85,1.2,212,O12,matig zware klei,m.zw. klei,1.1,48,44,1.253,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15480,gMn88Cv,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3",,grasland,4002,0,Kleigronden (klei) op  veen,1889.15426,1,Ap1,0.0,0.1,111,B11,matig zware klei,m.zw. klei,9.0,35,50,1.054,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15480,gMn88Cv,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3",,grasland,4002,0,Kleigronden (klei) op  veen,1889.15426,2,Ap2,0.1,0.2,111,B11,matig zware klei,m.zw. klei,4.0,35,50,1.25,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15480,gMn88Cv,"Knippige poldervaaggronden; klei, profielverloop 4, of 4 en 3",,grasland,4002,0,Kleigronden (klei) op  veen,1889.15426,3,Cwg,0.2,0.6,212,O12,matig zware klei,m.zw. klei,1.8,48,44,1.233,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
