
# --------------------------------------------------------------------------------------------------------
# Contents:
# Dutch soil profiles, BOFEK clustering and hydraulic properties.
#
# Source:
# Soil map of the Netherlands: https://service.pdok.nl/bzk/bro-bodemkaart/atom/bro-bodemkaart.xml
# BOFEK clustering, Staringreeks: https://www.wur.nl/nl/show/bodemfysische-eenhedenkaart-bofek2020.htm
#
# Date:
# 2025-04-17
# --------------------------------------------------------------------------------------------------------

soil_id,soil_unit,soil_name,soil_classification,soil_landuse,bofek_cluster,bofek_dominant,bofek_name,bofek_area,layer_number,layer_faohorizon,layer_ztop,layer_zbot,layer_staringclass,layer_staringclassname,layer_staringdescription,layer_staringlabel,layer_orgmat,layer_pclay,layer_psilt,layer_bdens,layer_ores,layer_osat,layer_alfa,layer_npar,layer_lexp,layer_ksatfit
1320,Vp,"Vlierveengronden op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,grasland,1013,1,Dunne veengronden: moerige bovengrond op veen op zand met podzol,7070.230039,1,Ah,0.0,0.12,116,B16,zandig veen en veen,zandig veen en veen,55.0,4,4,0.497,0.01,0.78606073,0.02107196,1.27879843,-1.2209359,12.35724606
1320,Vp,"Vlierveengronden op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,grasland,1013,1,Dunne veengronden: moerige bovengrond op veen op zand met podzol,7070.230039,2,Cw,0.12,0.35,216,O16,oligotroof veen,oligotroof veen,85.0,4,4,0.173,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1320,Vp,"Vlierveengronden op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,grasland,1013,1,Dunne veengronden: moerige bovengrond op veen op zand met podzol,7070.230039,3,Cu,0.35,0.7,216,O16,oligotroof veen,oligotroof veen,90.0,4,4,0.169,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1320,Vp,"Vlierveengronden op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,grasland,1013,1,Dunne veengronden: moerige bovengrond op veen op zand met podzol,7070.230039,4,Ahb,0.7,0.8,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,8.0,3,12,1.284,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
1320,Vp,"Vlierveengronden op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,grasland,1013,1,Dunne veengronden: moerige bovengrond op veen op zand met podzol,7070.230039,5,Bhb,0.8,1.0,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,3.0,3,9,1.536,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
1320,Vp,"Vlierveengronden op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,grasland,1013,1,Dunne veengronden: moerige bovengrond op veen op zand met podzol,7070.230039,6,Cu,1.0,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.5,2,8,1.658,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
1330,iVc,"Veengronden met een veenkoloniaal dek op zeggeveen, rietzeggeveen of moerasbosveen",Veengronden,akkerbouw,1007,1,Dikke veengronden zandige bovengrond op zeggeveen,1005.607571,1,Aap,0.0,0.2,115,B15,venig zand,venig zand,15.0,4,8,0.64,0.01,0.52845807,0.02373064,1.28234728,-1.47756447,87.45078892
1330,iVc,"Veengronden met een veenkoloniaal dek op zeggeveen, rietzeggeveen of moerasbosveen",Veengronden,akkerbouw,1007,1,Dikke veengronden zandige bovengrond op zeggeveen,1005.607571,2,Cw,0.2,0.45,217,O17,mesotroof en eutroof veen,meso-eutroof veen,82.0,4,4,0.224,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1330,iVc,"Veengronden met een veenkoloniaal dek op zeggeveen, rietzeggeveen of moerasbosveen",Veengronden,akkerbouw,1007,1,Dikke veengronden zandige bovengrond op zeggeveen,1005.607571,3,Cu,0.45,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,87.0,4,4,0.219,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1340,iVz,"Veengronden met een veenkoloniaal dek op zand zonder humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1005,1,Dunne veengronden: zand-ige- bovengrond op veen op zand zonder podzol,8298.973827,1,Aap,0.0,0.2,115,B15,venig zand,venig zand,15.0,4,11,0.64,0.01,0.52845807,0.02373064,1.28234728,-1.47756447,87.45078892
1340,iVz,"Veengronden met een veenkoloniaal dek op zand zonder humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1005,1,Dunne veengronden: zand-ige- bovengrond op veen op zand zonder podzol,8298.973827,2,Cw,0.2,0.45,217,O17,mesotroof en eutroof veen,meso-eutroof veen,85.0,4,4,0.221,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1340,iVz,"Veengronden met een veenkoloniaal dek op zand zonder humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1005,1,Dunne veengronden: zand-ige- bovengrond op veen op zand zonder podzol,8298.973827,3,Cu,0.45,0.7,217,O17,mesotroof en eutroof veen,meso-eutroof veen,82.0,4,4,0.224,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
1340,iVz,"Veengronden met een veenkoloniaal dek op zand zonder humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1005,1,Dunne veengronden: zand-ige- bovengrond op veen op zand zonder podzol,8298.973827,4,Ahb,0.7,0.85,203,O03,sterk lemig zeer fijn tot matig fijn zand,st. lemig z.f.-m.f. zand,8.0,6,24,1.234,0.01,0.33981025,0.01724264,1.70339467,0.0001,12.36681012
1340,iVz,"Veengronden met een veenkoloniaal dek op zand zonder humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1005,1,Dunne veengronden: zand-ige- bovengrond op veen op zand zonder podzol,8298.973827,5,Cu,0.85,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.4,3,7,1.639,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
1350,iVp,"Veengronden met een veenkoloniaal dek op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1011,1,Dunne veengronden: veenkoloniaal dek op veen op zand met podzol,3687.634945,1,Aap,0.0,0.2,115,B15,venig zand,venig zand,15.0,3,9,0.64,0.01,0.52845807,0.02373064,1.28234728,-1.47756447,87.45078892
1350,iVp,"Veengronden met een veenkoloniaal dek op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1011,1,Dunne veengronden: veenkoloniaal dek op veen op zand met podzol,3687.634945,2,Cw,0.2,0.55,216,O16,oligotroof veen,oligotroof veen,93.0,4,4,0.167,0.0,0.88924579,0.00971073,1.36357644,-0.66464707,1.46262444
1350,iVp,"Veengronden met een veenkoloniaal dek op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1011,1,Dunne veengronden: veenkoloniaal dek op veen op zand met podzol,3687.634945,3,Ahb,0.55,0.7,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,5.0,5,9,1.376,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
1350,iVp,"Veengronden met een veenkoloniaal dek op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1011,1,Dunne veengronden: veenkoloniaal dek op veen op zand met podzol,3687.634945,4,Bhb,0.7,0.9,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,8.0,3,5,1.346,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
1350,iVp,"Veengronden met een veenkoloniaal dek op zand met humuspodzol, beginnend ondieper dan 1.2 m",Veengronden,akkerbouw,1011,1,Dunne veengronden: veenkoloniaal dek op veen op zand met podzol,3687.634945,5,Cu,0.9,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.4,3,5,1.658,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
2010,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2005,0,Moerige gronden met kleidek en zandondergrond,8192.798734,1,Apg,0.0,0.08,109,B09,zware zavel,zware zavel,12.0,20,25,0.976,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
2010,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2005,0,Moerige gronden met kleidek en zandondergrond,8192.798734,2,Apg,0.08,0.15,109,B09,zware zavel,zware zavel,8.0,20,25,1.174,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
2010,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2005,0,Moerige gronden met kleidek en zandondergrond,8192.798734,3,Cwg,0.15,0.3,211,O11,lichte klei,lichte klei,3.0,26,34,1.343,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
2010,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2005,0,Moerige gronden met kleidek en zandondergrond,8192.798734,4,Cw,0.3,0.5,218,O18,moerige tussenlaag,moerige tussenlaag,65.0,18,57,0.244,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2010,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2005,0,Moerige gronden met kleidek en zandondergrond,8192.798734,5,Ahb,0.5,0.6,204,O04,zeer sterk lemig zeer fijn tot matig fijn zand,z.st. lemig z.f.-m.f. zand,10.0,8,27,1.172,0.01,0.36407401,0.01364178,1.48843957,2.17939707,25.81471467
2010,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2005,0,Moerige gronden met kleidek en zandondergrond,8192.798734,6,Bhb,0.6,0.8,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,4.0,4,8,1.496,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
2010,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2005,0,Moerige gronden met kleidek en zandondergrond,8192.798734,7,Cu,0.8,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.4,3,5,1.668,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
2015,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2004,0,Moerige gronden met kleidek en zandondergrond (Flevoland),454.2100167,1,Ahg,0.0,0.1,109,B09,zware zavel,zware zavel,15.0,20,40,0.641,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
2015,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2004,0,Moerige gronden met kleidek en zandondergrond (Flevoland),454.2100167,2,Cwg,0.1,0.3,210,O10,zware zavel,zware zavel,5.0,20,40,1.023,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
2015,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2004,0,Moerige gronden met kleidek en zandondergrond (Flevoland),454.2100167,3,Cw,0.3,0.5,218,O18,moerige tussenlaag,moerige tussenlaag,65.0,18,57,0.244,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
2015,kWp,Moerige podzolgronden met een zavel- of een kleidek en een moerige tussenlaag,Moerige gronden,grasland,2004,0,Moerige gronden met kleidek en zandondergrond (Flevoland),454.2100167,4,Ahb,0.5,0.6,204,O04,zeer sterk lemig zeer fijn tot matig fijn zand,z.st. lemig z.f.-m.f. zand,10.0,8,27,1.172,0.01,0.36407401,0.01364178,1.48843957,2.17939707,25.81471467
13020,MOo05,Slikvaaggronden; geen zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4018,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) II,3952.87954,3,Cu,1.1,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.5,5,7,1.52,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
13030,MOb72,Gorsvaaggronden; zware zavel en klei; zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4012,0,Kleigronden (klei) op zandondergrond II,2001.73817,1,Ahg,0.0,0.05,110,B10,lichte klei,lichte klei,14.0,25,40,0.866,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
13030,MOb72,Gorsvaaggronden; zware zavel en klei; zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4012,0,Kleigronden (klei) op zandondergrond II,2001.73817,2,ACg,0.05,0.1,211,O11,lichte klei,lichte klei,5.0,25,40,1.277,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
13030,MOb72,Gorsvaaggronden; zware zavel en klei; zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4012,0,Kleigronden (klei) op zandondergrond II,2001.73817,3,Cr,0.1,0.4,211,O11,lichte klei,lichte klei,3.0,25,40,1.35,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
13030,MOb72,Gorsvaaggronden; zware zavel en klei; zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4012,0,Kleigronden (klei) op zandondergrond II,2001.73817,4,Cri,0.4,0.6,209,O09,matig lichte zavel,m. lichte zavel,2.0,12,18,1.49,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
13030,MOb72,Gorsvaaggronden; zware zavel en klei; zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4012,0,Kleigronden (klei) op zandondergrond II,2001.73817,5,Cu,0.6,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.5,5,7,1.52,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
13040,MOb75,Gorsvaaggronden; zware zavel en klei; geen zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4014,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) II,5429.681827,1,Ahg,0.0,0.1,110,B10,lichte klei,lichte klei,10.0,30,45,1.031,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
13040,MOb75,Gorsvaaggronden; zware zavel en klei; geen zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4014,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) II,5429.681827,2,Cg,0.1,0.35,211,O11,lichte klei,lichte klei,5.0,30,45,1.246,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
13040,MOb75,Gorsvaaggronden; zware zavel en klei; geen zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4014,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) II,5429.681827,3,Cri1,0.35,0.9,211,O11,lichte klei,lichte klei,3.0,30,45,1.315,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
13040,MOb75,Gorsvaaggronden; zware zavel en klei; geen zand beginnend ondieper dan 0.8 m,Niet-gerijpte minerale gronden,open natuur,4014,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) II,5429.681827,4,Cri3,0.9,1.2,209,O09,matig lichte zavel,m. lichte zavel,1.0,12,18,1.532,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
15010,pMv51,"Liedeerdgronden; zavel, profielverloop 1",Zeekleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,1858.539217,1,Aap,0.0,0.2,109,B09,zware zavel,zware zavel,9.0,18,22,1.135,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
15010,pMv51,"Liedeerdgronden; zavel, profielverloop 1",Zeekleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,1858.539217,2,ACg,0.2,0.35,210,O10,zware zavel,zware zavel,6.0,18,37,1.28,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
15010,pMv51,"Liedeerdgronden; zavel, profielverloop 1",Zeekleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,1858.539217,3,Cg,0.35,0.7,212,O12,matig zware klei,m.zw. klei,2.0,45,35,1.246,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15010,pMv51,"Liedeerdgronden; zavel, profielverloop 1",Zeekleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,1858.539217,4,Cu,0.7,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,75.0,45,50,0.35,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
15020,pMv81,"Liedeerdgronden; klei, profielverloop 1",Zeekleigronden,grasland,4002,0,Kleigronden (klei) op  veen,2357.246795,1,Apg,0.0,0.25,111,B11,matig zware klei,m.zw. klei,10.0,35,45,1.01,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15020,pMv81,"Liedeerdgronden; klei, profielverloop 1",Zeekleigronden,grasland,4002,0,Kleigronden (klei) op  veen,2357.246795,2,Cwg,0.25,0.65,212,O12,matig zware klei,m.zw. klei,4.0,45,45,1.191,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15020,pMv81,"Liedeerdgronden; klei, profielverloop 1",Zeekleigronden,grasland,4002,0,Kleigronden (klei) op  veen,2357.246795,3,Cu,0.65,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,75.0,45,50,0.35,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
15030,pMo50,Tochteerdgronden; zavel,Zeekleigronden,grasland,4014,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) II,560.1234249,1,Aap,0.0,0.2,110,B10,lichte klei,lichte klei,10.0,22,28,1.066,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
15030,pMo50,Tochteerdgronden; zavel,Zeekleigronden,grasland,4014,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) II,560.1234249,2,ACg,0.2,0.3,110,B10,lichte klei,lichte klei,6.0,22,58,1.255,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
15030,pMo50,Tochteerdgronden; zavel,Zeekleigronden,grasland,4014,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) II,560.1234249,3,Cg,0.3,0.6,211,O11,lichte klei,lichte klei,3.0,32,53,1.301,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
15030,pMo50,Tochteerdgronden; zavel,Zeekleigronden,grasland,4014,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) II,560.1234249,4,Cgi,0.6,1.2,210,O10,zware zavel,zware zavel,0.51,18,27,1.508,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
15040,pMo80,Tochteerdgronden; klei,Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,3416.754697,1,Apg,0.0,0.25,111,B11,matig zware klei,m.zw. klei,12.0,35,50,0.922,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15040,pMo80,Tochteerdgronden; klei,Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,3416.754697,2,Cwg,0.25,0.55,212,O12,matig zware klei,m.zw. klei,4.0,40,55,1.22,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15040,pMo80,Tochteerdgronden; klei,Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,3416.754697,3,Cg,0.55,0.75,212,O12,matig zware klei,m.zw. klei,4.0,40,55,1.22,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15040,pMo80,Tochteerdgronden; klei,Zeekleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,3416.754697,4,Cri,0.75,1.2,211,O11,lichte klei,lichte klei,2.0,25,40,1.383,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
15041,pMo80l,Tochteerdgronden; klei,,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,213.3363227,1,Apg,0.0,0.25,111,B11,matig zware klei,m.zw. klei,12.0,35,50,0.922,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
15041,pMo80l,Tochteerdgronden; klei,,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,213.3363227,2,Cwg,0.25,0.4,212,O12,matig zware klei,m.zw. klei,4.0,40,55,1.22,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15041,pMo80l,Tochteerdgronden; klei,,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,213.3363227,3,Cg,0.4,0.7,212,O12,matig zware klei,m.zw. klei,3.0,40,55,1.25,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
15041,pMo80l,Tochteerdgronden; klei,,grasland,4021,0,Knipkleigronden (zware klei) en kleigronden met katteklei,213.3363227,4,Cri,0.7,1.2,212,O12,matig zware klei,m.zw. klei,3.0,40,55,1.25,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
90115050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5",Zeekleigronden,akkerbouw,4018,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) II,3856.206822,1,Aap,0.0,0.35,109,B09,zware zavel,zware zavel,4.0,18,34,1.365,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90115050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5",Zeekleigronden,akkerbouw,4018,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) II,3856.206822,2,Cwg,0.35,0.8,210,O10,zware zavel,zware zavel,0.7,18,34,1.494,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90115050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5",Zeekleigronden,akkerbouw,4018,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) II,3856.206822,3,Cri,0.8,1.2,209,O09,matig lichte zavel,m. lichte zavel,0.8,14,30,1.524,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
90215050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5",Zeekleigronden,grasland,4018,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) II,14312.66904,1,Aap,0.0,0.15,109,B09,zware zavel,zware zavel,9.0,18,34,1.135,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90215050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5",Zeekleigronden,grasland,4018,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) II,14312.66904,2,ACg,0.15,0.35,109,B09,zware zavel,zware zavel,4.0,18,34,1.365,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90215050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5",Zeekleigronden,grasland,4018,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) II,14312.66904,3,Cwg,0.35,0.8,210,O10,zware zavel,zware zavel,0.7,18,34,1.494,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90215050,pMn55A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 5",Zeekleigronden,grasland,4018,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) II,14312.66904,4,Cri,0.8,1.2,209,O09,matig lichte zavel,m. lichte zavel,0.8,14,30,1.524,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
15051,pMn52A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 2",Zeekleigronden,grasland,4009,0,Kleigronden (zavel) op zandondergrond I,881.5135363,1,Aap,0.0,0.15,108,B08,matig lichte zavel,m. lichte zavel,9.0,14,21,1.155,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
15051,pMn52A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 2",Zeekleigronden,grasland,4009,0,Kleigronden (zavel) op zandondergrond I,881.5135363,2,ACg,0.15,0.35,108,B08,matig lichte zavel,m. lichte zavel,4.0,14,21,1.396,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
15051,pMn52A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 2",Zeekleigronden,grasland,4009,0,Kleigronden (zavel) op zandondergrond I,881.5135363,3,Cwg,0.35,0.6,209,O09,matig lichte zavel,m. lichte zavel,0.8,12,18,1.543,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
15051,pMn52A,"Kalkrijke leek-/woudeerdgronden; zavel, profielverloop 2",Zeekleigronden,grasland,4009,0,Kleigronden (zavel) op zandondergrond I,881.5135363,4,Cu,0.6,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.3,4,4,1.673,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
90115060,pMn85A,"Kalkrijke leek-/woudeerdgronden; klei, profielverloop 5",Zeekleigronden,akkerbouw,4003,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) I,5645.847224,1,Apg,0.0,0.25,110,B10,lichte klei,lichte klei,6.0,28,42,1.218,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
90115060,pMn85A,"Kalkrijke leek-/woudeerdgronden; klei, profielverloop 5",Zeekleigronden,akkerbouw,4003,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) I,5645.847224,2,ACg,0.25,0.4,110,B10,lichte klei,lichte klei,4.0,30,45,1.282,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
90115060,pMn85A,"Kalkrijke leek-/woudeerdgronden; klei, profielverloop 5",Zeekleigronden,akkerbouw,4003,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) I,5645.847224,3,Cwg,0.4,0.7,212,O12,matig zware klei,m.zw. klei,1.1,40,45,1.305,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
90115060,pMn85A,"Kalkrijke leek-/woudeerdgronden; klei, profielverloop 5",Zeekleigronden,akkerbouw,4003,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) I,5645.847224,4,Cg,0.7,1.2,211,O11,lichte klei,lichte klei,0.7,25,35,1.435,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
90215060,pMn85A,"Kalkrijke leek-/woudeerdgronden; klei, profielverloop 5",Zeekleigronden,grasland,4003,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) I,13719.90781,1,Apg,0.0,0.2,110,B10,lichte klei,lichte klei,11.0,32,38,0.977,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
90215060,pMn85A,"Kalkrijke leek-/woudeerdgronden; klei, profielverloop 5",Zeekleigronden,grasland,4003,0,Kleigronden (klei) op  homogene ondergrond (soms met veen) I,13719.90781,2,ACg,0.2,0.4,110,B10,lichte klei,lichte klei,4.0,35,40,1.25,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
