CLUSTER_BOFEK,CLUSTER_DOMINANT,SOILPROFILE_INDEX,SOILPROFILE_CODE,AREA,SOIL_GROUP,LAYER,LAYER_ZBOTTOM,LAYER_STARINGCLASS,STARING_NAME,ORES,OSAT,ALFA,NPAR,KSATFIT,LEXP
1004,1,1060,hVk,3155.458227,1,3,70,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1004,1,1060,hVk,3155.458227,1,4,120,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
1005,0,1255,zVz,117.8634325,1,1,25,4,B04,0.02,0.46192638,0.01488005,1.39684954,34.88427629,0.29453599
1005,0,1255,zVz,117.8634325,1,2,40,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1005,0,1255,zVz,117.8634325,1,3,75,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1005,0,1255,zVz,117.8634325,1,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1005,1,1340,iVz,8298.973827,1,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
1005,1,1340,iVz,8298.973827,1,2,45,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1005,1,1340,iVz,8298.973827,1,3,70,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1005,1,1340,iVz,8298.973827,1,4,85,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
1005,1,1340,iVz,8298.973827,1,5,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1006,0,1030,hVs,8279.842195,1,1,15,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1006,0,1030,hVs,8279.842195,1,2,40,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1006,0,1030,hVs,8279.842195,1,3,120,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1006,0,1040,hVsc,4184.480613,1,1,15,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1006,0,1040,hVsc,4184.480613,1,2,35,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1006,0,1040,hVsc,4184.480613,1,3,120,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1006,0,1282,Vs,1433.863277,1,1,10,16,B16,0.01,0.78606073,0.02107196,1.27879843,12.35724606,-1.2209359
1006,0,1282,Vs,1433.863277,1,2,35,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1006,0,1282,Vs,1433.863277,1,3,120,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1006,1,1281,Vs,19402.45372,1,1,10,18,B18,0.0,0.76545233,0.0204683,1.15070881,13.14456155,0.0001
1006,1,1281,Vs,19402.45372,1,2,40,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1006,1,1281,Vs,19402.45372,1,3,120,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1007,0,1265,zVc,126.3554272,1,1,25,4,B04,0.02,0.46192638,0.01488005,1.39684954,34.88427629,0.29453599
1007,0,1265,zVc,126.3554272,1,2,40,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1007,0,1265,zVc,126.3554272,1,3,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1007,1,1330,iVc,1005.607571,1,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
1007,1,1330,iVc,1005.607571,1,2,45,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1007,1,1330,iVc,1005.607571,1,3,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1008,1,1230,kVz,8869.215927,1,1,10,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1008,1,1230,kVz,8869.215927,1,2,35,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1008,1,1230,kVz,8869.215927,1,3,80,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1008,1,1230,kVz,8869.215927,1,4,95,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1008,1,1230,kVz,8869.215927,1,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1009,1,1275,AVk-F,37.27272681,1,1,30,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
1009,1,1275,AVk-F,37.27272681,1,2,75,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
1009,1,1275,AVk-F,37.27272681,1,3,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1009,1,1275,AVk-F,37.27272681,1,4,110,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1009,1,1275,AVk-F,37.27272681,1,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1010,0,1080,aVc,1626.138669,1,1,15,16,B16,0.01,0.78606073,0.02107196,1.27879843,12.35724606,-1.2209359
1010,0,1080,aVc,1626.138669,1,2,60,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1010,0,1080,aVc,1626.138669,1,3,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1010,0,1090,faVc,333.9602879,1,1,15,16,B16,0.01,0.78606073,0.02107196,1.27879843,12.35724606,-1.2209359
1010,0,1090,faVc,333.9602879,1,2,60,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1010,0,1090,faVc,333.9602879,1,3,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1010,1,1290,Vc,6468.260709,1,1,12,18,B18,0.0,0.76545233,0.0204683,1.15070881,13.14456155,0.0001
1010,1,1290,Vc,6468.260709,1,2,45,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1010,1,1290,Vc,6468.260709,1,3,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1011,1,1350,iVp,3687.634945,1,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
1011,1,1350,iVp,3687.634945,1,2,55,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1011,1,1350,iVp,3687.634945,1,3,70,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1011,1,1350,iVp,3687.634945,1,4,90,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1011,1,1350,iVp,3687.634945,1,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1012,0,1140,opVb,3688.287658,1,1,10,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1012,0,1140,opVb,3688.287658,1,2,30,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
1012,0,1140,opVb,3688.287658,1,3,70,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1012,0,1140,opVb,3688.287658,1,4,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1012,0,1160,opVc,2608.718721,1,1,8,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1012,0,1160,opVc,2608.718721,1,2,25,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
1012,0,1160,opVc,2608.718721,1,3,35,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
1012,0,1160,opVc,2608.718721,1,4,60,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1012,0,1160,opVc,2608.718721,1,5,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1012,0,1225,kVc,1818.977106,1,1,10,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1012,0,1225,kVc,1818.977106,1,2,30,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
1012,0,1225,kVc,1818.977106,1,3,70,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1012,0,1225,kVc,1818.977106,1,4,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1012,1,1170,pVc,13127.68509,1,1,7,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1012,1,1170,pVc,13127.68509,1,2,20,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
1012,1,1170,pVc,13127.68509,1,3,35,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
1012,1,1170,pVc,13127.68509,1,4,60,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1012,1,1170,pVc,13127.68509,1,5,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1013,0,1120,aVp,1282.66028,1,1,20,16,B16,0.01,0.78606073,0.02107196,1.27879843,12.35724606,-1.2209359
1013,0,1120,aVp,1282.66028,1,2,60,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1013,0,1120,aVp,1282.66028,1,3,75,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1013,0,1120,aVp,1282.66028,1,4,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1013,0,1120,aVp,1282.66028,1,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1013,1,1320,Vp,7070.230039,1,1,12,16,B16,0.01,0.78606073,0.02107196,1.27879843,12.35724606,-1.2209359
1013,1,1320,Vp,7070.230039,1,2,35,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1013,1,1320,Vp,7070.230039,1,3,70,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1013,1,1320,Vp,7070.230039,1,4,80,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1013,1,1320,Vp,7070.230039,1,5,100,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1013,1,1320,Vp,7070.230039,1,6,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1014,1,1270,zVp,2718.325895,1,1,20,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
1014,1,1270,zVp,2718.325895,1,2,75,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1014,1,1270,zVp,2718.325895,1,3,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1014,1,1270,zVp,2718.325895,1,4,110,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1014,1,1270,zVp,2718.325895,1,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1015,0,1150,pVs,7752.473083,1,1,5,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1015,0,1150,pVs,7752.473083,1,2,15,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1015,0,1150,pVs,7752.473083,1,3,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
1015,0,1150,pVs,7752.473083,1,4,60,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1015,0,1150,pVs,7752.473083,1,5,120,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1015,0,1210,kVsc,3642.877613,1,1,8,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1015,0,1210,kVsc,3642.877613,1,2,30,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1015,0,1210,kVsc,3642.877613,1,3,60,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1015,0,1210,kVsc,3642.877613,1,4,120,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1015,1,1200,kVs,11003.91174,1,1,8,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1015,1,1200,kVs,11003.91174,1,2,30,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1015,1,1200,kVs,11003.91174,1,3,60,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1015,1,1200,kVs,11003.91174,1,4,120,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
1016,0,1235,kVz,16.36000543,1,1,10,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1016,0,1235,kVz,16.36000543,1,2,30,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
1016,0,1235,kVz,16.36000543,1,3,80,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1016,0,1235,kVz,16.36000543,1,4,95,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1016,0,1235,kVz,16.36000543,1,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1016,1,1180,pVz,3457.934294,1,1,8,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1016,1,1180,pVz,3457.934294,1,2,20,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1016,1,1180,pVz,3457.934294,1,3,35,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
1016,1,1180,pVz,3457.934294,1,4,80,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1016,1,1180,pVz,3457.934294,1,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
1017,0,1071,hVzc,1578.826003,1,1,20,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1017,0,1071,hVzc,1578.826003,1,2,40,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1017,0,1071,hVzc,1578.826003,1,3,80,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1017,0,1071,hVzc,1578.826003,1,4,100,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
1017,0,1071,hVzc,1578.826003,1,5,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1017,0,1072,hVzx,649.341909,1,1,20,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1017,0,1072,hVzx,649.341909,1,2,40,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1017,0,1072,hVzx,649.341909,1,3,80,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1017,0,1072,hVzx,649.341909,1,4,100,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
1017,0,1072,hVzx,649.341909,1,5,120,24,O06,0.01,0.33343415,0.01595936,1.28870487,32.8338987,-1.00974832
1017,0,1250,zVz,6963.287571,1,1,15,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
1017,0,1250,zVz,6963.287571,1,2,40,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1017,0,1250,zVz,6963.287571,1,3,75,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1017,0,1250,zVz,6963.287571,1,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1017,1,1070,hVz,14171.2876,1,1,20,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1017,1,1070,hVz,14171.2876,1,2,40,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1017,1,1070,hVz,14171.2876,1,3,80,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1017,1,1070,hVz,14171.2876,1,4,100,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
1017,1,1070,hVz,14171.2876,1,5,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
1018,0,1010,hVb,14688.23825,1,1,20,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1018,0,1010,hVb,14688.23825,1,2,35,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1018,0,1010,hVb,14688.23825,1,3,70,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1018,0,1010,hVb,14688.23825,1,4,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1018,0,1190,kVb,10560.5267,1,1,8,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1018,0,1190,kVb,10560.5267,1,2,30,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1018,0,1190,kVb,10560.5267,1,3,60,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1018,0,1190,kVb,10560.5267,1,4,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1018,0,1220,kVc,15229.12082,1,1,10,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1018,0,1220,kVc,15229.12082,1,2,35,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1018,0,1220,kVc,15229.12082,1,3,70,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1018,0,1220,kVc,15229.12082,1,4,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1018,0,1240,kVk,3803.738307,1,1,10,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1018,0,1240,kVk,3803.738307,1,2,35,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1018,0,1240,kVk,3803.738307,1,3,70,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1018,0,1240,kVk,3803.738307,1,4,120,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1018,1,1130,pVb,16115.66328,1,1,7,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
1018,1,1130,pVb,16115.66328,1,2,20,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1018,1,1130,pVb,16115.66328,1,3,35,31,O13,0.01,0.573268,0.02785405,1.07995207,9.68929074,-6.09131057
1018,1,1130,pVb,16115.66328,1,4,70,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
1018,1,1130,pVb,16115.66328,1,5,120,35,O17,0.01,0.84863548,0.01192909,1.27153561,3.40200949,-1.24929996
2001,0,2050,zWpx,3206.791374,2,1,20,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
2001,0,2050,zWpx,3206.791374,2,2,35,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2001,0,2050,zWpx,3206.791374,2,3,60,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2001,0,2050,zWpx,3206.791374,2,4,80,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2001,0,2050,zWpx,3206.791374,2,5,100,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2001,0,2050,zWpx,3206.791374,2,6,120,24,O06,0.01,0.33343415,0.01595936,1.28870487,32.8338987,-1.00974832
2001,0,2120,zWz,13403.05834,2,1,20,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
2001,0,2120,zWz,13403.05834,2,2,40,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2001,0,2120,zWz,13403.05834,2,3,55,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
2001,0,2120,zWz,13403.05834,2,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2001,0,2121,zWzx,895.7446333,2,1,20,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
2001,0,2121,zWzx,895.7446333,2,2,40,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2001,0,2121,zWzx,895.7446333,2,3,55,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
2001,0,2121,zWzx,895.7446333,2,4,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2001,0,2121,zWzx,895.7446333,2,5,120,24,O06,0.01,0.33343415,0.01595936,1.28870487,32.8338987,-1.00974832
2001,0,2125,zWz,1130.075381,2,1,25,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
2001,0,2125,zWz,1130.075381,2,2,40,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2001,0,2125,zWz,1130.075381,2,3,55,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
2001,0,2125,zWz,1130.075381,2,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2001,1,2040,zWp,17182.95282,2,1,20,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
2001,1,2040,zWp,17182.95282,2,2,35,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2001,1,2040,zWp,17182.95282,2,3,60,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2001,1,2040,zWp,17182.95282,2,4,80,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2001,1,2040,zWp,17182.95282,2,5,100,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2001,1,2040,zWp,17182.95282,2,6,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2002,0,2070,iWpx,2576.536236,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2002,0,2070,iWpx,2576.536236,2,2,30,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
2002,0,2070,iWpx,2576.536236,2,3,40,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
2002,0,2070,iWpx,2576.536236,2,4,50,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2002,0,2070,iWpx,2576.536236,2,5,70,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2002,0,2070,iWpx,2576.536236,2,6,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2002,0,2070,iWpx,2576.536236,2,7,120,24,O06,0.01,0.33343415,0.01595936,1.28870487,32.8338987,-1.00974832
2002,1,2060,iWp,21902.1923,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2002,1,2060,iWp,21902.1923,2,2,30,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
2002,1,2060,iWp,21902.1923,2,3,40,34,O16,0.0,0.88924579,0.00971073,1.36357644,1.46262444,-0.66464707
2002,1,2060,iWp,21902.1923,2,4,50,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2002,1,2060,iWp,21902.1923,2,5,70,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2002,1,2060,iWp,21902.1923,2,6,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2002,1,2060,iWp,21902.1923,2,7,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2003,0,2080,Wo,7170.133432,2,1,20,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
2003,0,2080,Wo,7170.133432,2,2,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2003,0,2080,Wo,7170.133432,2,3,70,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
2003,0,2080,Wo,7170.133432,2,4,120,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
2003,0,2081,Wgl,8238.38506,2,1,20,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
2003,0,2081,Wgl,8238.38506,2,2,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2003,0,2081,Wgl,8238.38506,2,3,70,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
2003,0,2081,Wgl,8238.38506,2,4,120,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
2003,1,2090,Wol,8404.090404,2,1,15,17,B17,0.0,0.71862598,0.01906191,1.1366583,4.48373535,0.0001
2003,1,2090,Wol,8404.090404,2,2,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2003,1,2090,Wol,8404.090404,2,3,70,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
2003,1,2090,Wol,8404.090404,2,4,120,30,O12,0.01,0.56070265,0.00881287,1.15812806,1.07972884,-3.17226476
2004,0,2015,kWp,454.2100167,2,1,10,9,B09,0.0,0.42953862,0.00696387,1.26717854,1.74758567,-2.38705852
2004,0,2015,kWp,454.2100167,2,2,30,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
2004,0,2015,kWp,454.2100167,2,3,50,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2004,0,2015,kWp,454.2100167,2,4,60,22,O04,0.01,0.36407401,0.01364178,1.48843957,25.81471467,2.17939707
2004,0,2015,kWp,454.2100167,2,5,80,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2004,0,2015,kWp,454.2100167,2,6,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2004,1,2115,kWz,852.3944047,2,1,10,9,B09,0.0,0.42953862,0.00696387,1.26717854,1.74758567,-2.38705852
2004,1,2115,kWz,852.3944047,2,2,30,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
2004,1,2115,kWz,852.3944047,2,3,60,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2004,1,2115,kWz,852.3944047,2,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2005,0,2010,kWp,8192.798734,2,1,8,9,B09,0.0,0.42953862,0.00696387,1.26717854,1.74758567,-2.38705852
2005,0,2010,kWp,8192.798734,2,2,15,9,B09,0.0,0.42953862,0.00696387,1.26717854,1.74758567,-2.38705852
2005,0,2010,kWp,8192.798734,2,3,30,29,O11,0.0,0.44361666,0.01431555,1.12600054,2.12243578,2.35713901
2005,0,2010,kWp,8192.798734,2,4,50,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2005,0,2010,kWp,8192.798734,2,5,60,22,O04,0.01,0.36407401,0.01364178,1.48843957,25.81471467,2.17939707
2005,0,2010,kWp,8192.798734,2,6,80,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
