* Project:       zegveld
* File content:  specified output data of SWAP
* File name:     .\result_output.csv
* Model version: Swap 4.2.0
* Generated at:  2024-08-01 16:00:34
* (d),(cm),(cm),(kg/ha),(kg/ha),(kg/ha),(kg/ha)
DATETIME,TREDDRY,TREDWET,PGRASSDM,GRASSDM,PMOWDM,MOWDM
1998-01-16,0.,.00011,700.00000,700.00000,0.,0.
1998-01-17,0.,.00028,700.00000,700.00000,0.,0.
1998-01-18,0.,.01796,700.00000,700.00000,0.,0.
1998-01-19,0.,.00463,700.00000,700.00000,0.,0.
1998-01-20,0.,.00167,700.00000,700.00000,0.,0.
1998-01-21,0.,0.,700.00000,700.00000,0.,0.
1998-01-22,0.,0.,700.00000,700.00000,0.,0.
1998-01-23,0.,0.,700.00000,700.00000,0.,0.
1998-01-24,0.,0.,700.00000,700.00000,0.,0.
1998-01-25,0.,0.,700.00000,700.00000,0.,0.
1998-01-26,0.,0.,700.00000,700.00000,0.,0.
1998-01-27,0.,0.,700.00000,700.00000,0.,0.
1998-01-28,0.,0.,700.00000,700.00000,0.,0.
1998-01-29,0.,0.,700.00000,700.00000,0.,0.
1998-01-30,0.,0.,700.00000,700.00000,0.,0.
1998-01-31,0.,0.,700.00000,700.00000,0.,0.
1998-02-01,0.,0.,700.00000,700.00000,0.,0.
1998-02-02,0.,0.,700.00000,700.00000,0.,0.
1998-02-03,0.,0.,700.00000,700.00000,0.,0.
1998-02-04,0.,0.,700.00000,700.00000,0.,0.
1998-02-05,0.,0.,700.00000,700.00000,0.,0.
1998-02-06,0.,0.,700.00000,700.00000,0.,0.
1998-02-07,0.,.00053,700.00000,700.00000,0.,0.
1998-02-08,0.,0.,700.00000,700.00000,0.,0.
1998-02-09,0.,0.,700.00000,700.00000,0.,0.
1998-02-10,0.,0.,700.00000,700.00000,0.,0.
1998-02-11,0.,0.,700.00000,700.00000,0.,0.
1998-02-12,0.,0.,720.67578,718.24293,0.,0.
1998-02-13,0.,0.,749.97479,744.12645,0.,0.
1998-02-14,0.,0.,790.97884,780.46517,0.,0.
1998-02-15,0.,0.,826.38895,811.60867,0.,0.
1998-02-16,0.,0.,859.93865,841.00480,0.,0.
1998-02-17,0.,0.,883.21527,861.28048,0.,0.
1998-02-18,0.,0.,930.71039,902.95995,0.,0.
1998-02-19,0.,0.,971.78122,938.80658,0.,0.
1998-02-20,0.,0.,1023.60863,983.94148,0.,0.
1998-02-21,0.,2.01039E-05,1037.38887,995.54454,0.,0.
1998-02-22,0.,.00083,1060.16034,1006.77773,0.,0.
1998-02-23,0.,.00834,1109.91966,1030.98007,0.,0.
1998-02-24,0.,.00083,1141.67649,1056.08712,0.,0.
1998-02-25,0.,0.,1167.43423,1077.09419,0.,0.
1998-02-26,0.,0.,1174.84063,1082.90217,0.,0.
1998-02-27,0.,0.,1188.05543,1093.49926,0.,0.
1998-02-28,0.,.02957,1242.74230,1103.81103,0.,0.
1998-03-01,0.,.00548,1279.59477,1125.61430,0.,0.
1998-03-02,0.,.02420,1339.88732,1142.17235,0.,0.
1998-03-03,0.,.00748,1341.14700,1142.17235,0.,0.
1998-03-04,0.,.05304,1352.21112,1142.17235,0.,0.
1998-03-05,0.,.02490,1399.03788,1142.17235,0.,0.
1998-03-06,0.,1.01000E-10,1405.93289,1142.17235,0.,0.
1998-03-07,0.,.02213,1436.47235,1142.17235,0.,0.
1998-03-08,0.,.02630,1473.93759,1142.17235,0.,0.
1998-03-09,0.,.00649,1543.00104,1172.57716,0.,0.
1998-03-10,0.,0.,1593.81788,1200.85975,0.,0.
1998-03-11,0.,.01817,1600.02587,1200.85975,0.,0.
1998-03-12,0.,.00821,1617.58127,1207.07907,0.,0.
1998-03-13,0.,0.,1617.58127,1207.07907,0.,0.
1998-03-14,0.,5.57821E-06,1617.58127,1207.07907,0.,0.
1998-03-15,0.,0.,1626.91101,1211.94805,0.,0.
1998-03-16,0.,0.,1651.59540,1224.91897,0.,0.
1998-03-17,0.,0.,1715.60307,1258.41164,0.,0.
1998-03-18,0.,0.,1788.76846,1296.99831,0.,0.
1998-03-19,0.,0.,1890.29179,1352.15041,0.,0.
1998-03-20,0.,0.,1935.31651,1376.92668,0.,0.
1998-03-21,0.,0.,2037.88626,1433.38577,0.,0.
1998-03-22,0.,3.91078E-06,2088.49391,1461.89359,0.,0.
1998-03-23,0.,0.,2150.79859,1496.45354,0.,0.
1998-03-24,0.,0.,2196.77312,1522.81183,0.,0.
1998-03-25,0.,0.,2233.88474,1544.57067,0.,0.
1998-03-26,0.,.00579,2251.41092,1553.48804,0.,0.
1998-03-27,0.,0.,2258.81937,1558.47989,0.,0.
1998-03-28,0.,0.,2311.56575,1589.45229,0.,0.
1998-03-29,0.,0.,2414.73241,1649.79979,0.,0.
1998-03-30,0.,0.,2534.14433,1721.05052,0.,0.
1998-03-31,0.,0.,2627.52654,1777.58206,0.,0.
1998-04-01,0.,0.,2682.72934,1812.30423,0.,0.
1998-04-02,0.,.01587,2758.45255,1834.13543,0.,0.
1998-04-03,0.,.03407,2799.86837,1834.13543,0.,0.
1998-04-04,0.,.03963,2874.29589,1840.45501,0.,0.
1998-04-05,0.,.03396,2991.33867,1870.76780,0.,0.
1998-04-06,0.,.01723,3125.90932,1927.39972,0.,0.
1998-04-07,0.,.03912,3237.21552,1927.39972,0.,0.
1998-04-08,0.,.02312,3353.42700,1951.20131,0.,0.
1998-04-09,0.,.03323,3502.62082,1980.69481,0.,0.
1998-04-10,0.,.01751,3602.73137,2002.98453,0.,0.
1998-04-11,0.,.01240,3749.64125,2060.05212,0.,0.
1998-04-12,0.,.00067,3901.20922,2135.43612,0.,0.
1998-04-13,0.,.02311,3963.49326,2135.43612,0.,0.
1998-04-14,0.,.02712,4050.94610,2162.47115,0.,0.
1998-04-15,0.,.00957,4073.52500,2162.47115,0.,0.
1998-04-16,0.,.04941,4155.61071,2171.59329,0.,0.
1998-04-17,0.,.00621,4225.09064,2202.66784,0.,0.
1998-04-18,0.,0.,4305.38101,2242.81224,0.,0.
1998-04-19,0.,0.,4377.50504,2281.06513,0.,0.
1998-04-20,0.,.01472,4440.02588,2298.11120,0.,0.
1998-04-21,0.,.01248,4639.17064,2385.35718,0.,0.
1998-04-22,0.,0.,4851.14675,2496.16456,0.,0.
1998-04-23,0.,0.,700.00000,2611.01604,4151.14675,0.
1998-04-24,0.,4.46740E-06,700.00000,2680.47486,4151.14675,0.
1998-04-25,0.,.01788,700.00000,2680.47486,4151.14675,0.
1998-04-26,0.,.03821,700.00000,2733.38499,4151.14675,0.
1998-04-27,0.,.04875,742.47838,2743.51705,4151.14675,0.
1998-04-28,0.,.04380,811.18388,2801.08021,4151.14675,0.
1998-04-29,0.,.00618,884.69498,2904.09885,4151.14675,0.
1998-04-30,0.,0.,922.03202,2958.22907,4151.14675,0.
1998-05-01,0.,0.,960.47861,3012.91774,4151.14675,0.
1998-05-02,0.,0.,995.45325,3061.71900,4151.14675,0.
1998-05-03,0.,0.,1058.41965,3149.15553,4151.14675,0.
1998-05-04,0.,0.,1161.61024,3289.20909,4151.14675,0.
1998-05-05,0.,0.,1236.00269,3388.51854,4151.14675,0.
1998-05-06,0.,.01146,1283.55406,3432.64827,4151.14675,0.
1998-05-07,0.,0.,1350.74042,3517.46841,4151.14675,0.
1998-05-08,0.,0.,1484.61171,3684.38793,4151.14675,0.
1998-05-09,0.,0.,1622.10238,3850.90567,4151.14675,0.
1998-05-10,0.,0.,1770.99600,4025.48558,4151.14675,0.
1998-05-11,0.,0.,1913.04241,4187.79479,4151.14675,0.
1998-05-12,0.,0.,2049.33699,4339.97118,4151.14675,0.
1998-05-13,0.,0.,2210.88218,700.00000,4151.14675,3639.97118
1998-05-14,0.,0.,2393.55276,700.00000,4151.14675,3639.97118
1998-05-15,.00035,.00021,2586.48873,700.00000,4151.14675,3639.97118
1998-05-16,0.,0.,2791.31648,778.47150,4151.14675,3639.97118
1998-05-17,0.,0.,3005.30103,864.78851,4151.14675,3639.97118
1998-05-18,0.,0.,3218.95691,953.85406,4151.14675,3639.97118
1998-05-19,0.,0.,3446.59540,1055.09969,4151.14675,3639.97118
1998-05-20,0.,0.,3641.19435,1145.66125,4151.14675,3639.97118
1998-05-21,0.,0.,3806.02637,1226.95056,4151.14675,3639.97118
1998-05-22,0.,0.,3956.65500,1304.35878,4151.14675,3639.97118
1998-05-23,0.,0.,4106.89774,1384.88967,4151.14675,3639.97118
1998-05-24,0.,0.,700.00000,1438.44327,7558.04449,3639.97118
1998-05-25,0.,0.,700.00000,1542.25138,7558.04449,3639.97118
1998-05-26,4.92385E-05,.00273,700.00000,1580.59258,7558.04449,3639.97118
1998-05-27,0.,.00262,760.51200,1682.31926,7558.04449,3639.97118
1998-05-28,0.,.00869,843.42175,1812.12374,7558.04449,3639.97118
1998-05-29,0.,.07211,902.53292,1821.58260,7558.04449,3639.97118
1998-05-30,0.,.04717,983.36444,1904.43547,7558.04449,3639.97118
1998-05-31,0.,.00278,1055.42020,2002.96385,7558.04449,3639.97118
1998-06-01,0.,0.,1166.12467,2153.85484,7558.04449,3639.97118
1998-06-02,0.,.00023,1263.11448,2281.78210,7558.04449,3639.97118
1998-06-03,0.,.00544,1374.11773,2419.15383,7558.04449,3639.97118
1998-06-04,0.,0.,1467.03189,2532.89550,7558.04449,3639.97118
1998-06-05,0.,.01861,1559.52023,2623.09892,7558.04449,3639.97118
1998-06-06,0.,.16070,1664.66200,2623.09892,7558.04449,3639.97118
1998-06-07,0.,.15048,1774.51317,2623.09892,7558.04449,3639.97118
1998-06-08,0.,.16366,1911.08097,2642.47403,7558.04449,3639.97118
1998-06-09,0.,.03296,1940.41099,2642.47403,7558.04449,3639.97118
1998-06-10,0.,.20304,2116.66686,2642.47403,7558.04449,3639.97118
1998-06-11,0.,.11621,2267.23851,2642.47403,7558.04449,3639.97118
1998-06-12,0.,.13072,2432.29560,2642.47403,7558.04449,3639.97118
1998-06-13,0.,.14660,2634.08293,2678.96049,7558.04449,3639.97118
1998-06-14,0.,.07372,2753.47164,2679.13168,7558.04449,3639.97118
1998-06-15,0.,.12149,2934.73146,2679.13168,7558.04449,3639.97118
1998-06-16,0.,.07494,3095.24200,2712.66096,7558.04449,3639.97118
1998-06-17,0.,.08556,3312.45585,2781.06885,7558.04449,3639.97118
1998-06-18,0.,.02731,3382.12247,2781.06885,7558.04449,3639.97118
1998-06-19,0.,.09912,3530.30750,2797.08221,7558.04449,3639.97118
1998-06-20,0.,.11959,700.00000,2865.94649,1.03884E+04,3639.97118
1998-06-21,0.,.08118,700.00000,2952.10410,1.03884E+04,3639.97118
1998-06-22,0.,.02711,700.00000,3077.92178,1.03884E+04,3639.97118
1998-06-23,0.,.00256,737.14252,3144.76539,1.03884E+04,3639.97118
1998-06-24,0.,.00250,794.95626,3248.92022,1.03884E+04,3639.97118
1998-06-25,0.,.01446,861.98670,3355.06031,1.03884E+04,3639.97118
1998-06-26,0.,.00087,958.27931,700.00000,1.03884E+04,6295.03149
1998-06-27,0.,.05096,1033.20732,700.00000,1.03884E+04,6295.03149
1998-06-28,0.,.03136,1137.24868,700.00000,1.03884E+04,6295.03149
1998-06-29,0.,.01469,1208.12125,734.22670,1.03884E+04,6295.03149
1998-06-30,0.,.03502,1270.33943,739.74607,1.03884E+04,6295.03149
1998-07-01,0.,.04486,1397.86881,779.56781,1.03884E+04,6295.03149
1998-07-02,0.,.02045,1493.14952,813.83276,1.03884E+04,6295.03149
1998-07-03,0.,.01692,1594.46613,856.03958,1.03884E+04,6295.03149
1998-07-04,0.,.01481,1709.92645,906.97821,1.03884E+04,6295.03149
1998-07-05,0.,.00707,1792.48117,946.14699,1.03884E+04,6295.03149
1998-07-06,0.,.00641,1936.25275,1018.58160,1.03884E+04,6295.03149
1998-07-07,0.,.02302,2098.44182,1087.18423,1.03884E+04,6295.03149
1998-07-08,0.,.01740,2263.33138,1162.58845,1.03884E+04,6295.03149
1998-07-09,0.,.00469,2311.20710,1185.99593,1.03884E+04,6295.03149
1998-07-10,0.,.00725,2406.74169,1235.97737,1.03884E+04,6295.03149
1998-07-11,0.,.01209,2591.25906,1331.61115,1.03884E+04,6295.03149
1998-07-12,0.,.01624,2643.01661,1331.61115,1.03884E+04,6295.03149
1998-07-13,0.,.10646,2833.11043,1357.52909,1.03884E+04,6295.03149
1998-07-14,0.,.04238,2923.52269,1368.40998,1.03884E+04,6295.03149
1998-07-15,0.,.08527,3060.37174,1368.40998,1.03884E+04,6295.03149
1998-07-16,0.,.05270,700.00000,1387.33721,1.27487E+04,6295.03149
1998-07-17,0.,.05172,700.00000,1411.03931,1.27487E+04,6295.03149
1998-07-18,0.,.05036,700.00000,1456.57369,1.27487E+04,6295.03149
1998-07-19,0.,.04415,782.10742,1534.22460,1.27487E+04,6295.03149
1998-07-20,0.,.03575,862.52209,1617.35103,1.27487E+04,6295.03149
1998-07-21,0.,.02531,929.53175,1681.31301,1.27487E+04,6295.03149
1998-07-22,0.,.01371,1032.19744,1791.08121,1.27487E+04,6295.03149
1998-07-23,0.,.02169,1121.37483,1876.26779,1.27487E+04,6295.03149
1998-07-24,0.,.00347,1234.07993,1996.04322,1.27487E+04,6295.03149
1998-07-25,0.,0.,1364.43761,2134.32790,1.27487E+04,6295.03149
1998-07-26,0.,0.,1498.44086,2274.30718,1.27487E+04,6295.03149
1998-07-27,0.,0.,1620.67623,2400.64057,1.27487E+04,6295.03149
1998-07-28,0.,.00020,1724.93286,2506.49056,1.27487E+04,6295.03149
1998-07-29,0.,.01938,1777.64598,2530.81392,1.27487E+04,6295.03149
1998-07-30,0.,.14033,1899.96329,2530.81392,1.27487E+04,6295.03149
1998-07-31,0.,.14452,2042.40127,2530.81392,1.27487E+04,6295.03149
1998-08-01,0.,.10517,2174.56318,2558.88512,1.27487E+04,6295.03149
1998-08-02,0.,.08055,2339.23785,2632.21553,1.27487E+04,6295.03149
1998-08-03,0.,.05685,2515.76741,2735.95243,1.27487E+04,6295.03149
1998-08-04,0.,.09578,2688.33803,700.00000,1.27487E+04,8330.98392
1998-08-05,0.,.00825,2834.99951,700.00000,1.27487E+04,8330.98392
1998-08-06,0.,.00139,700.00000,700.00000,1.48837E+04,8330.98392
1998-08-07,0.,.00055,700.00000,762.42571,1.48837E+04,8330.98392
1998-08-08,0.,.00274,700.00000,834.51908,1.48837E+04,8330.98392
1998-08-09,0.,0.,771.69093,913.31962,1.48837E+04,8330.98392
1998-08-10,0.,0.,840.70260,989.45375,1.48837E+04,8330.98392
1998-08-11,0.,0.,910.17588,1065.99084,1.48837E+04,8330.98392
1998-08-12,0.,0.,994.08417,1155.50560,1.48837E+04,8330.98392
1998-08-13,0.,0.,1088.05804,1252.78883,1.48837E+04,8330.98392
1998-08-14,0.,0.,1157.28245,1325.04287,1.48837E+04,8330.98392
1998-08-15,0.,0.,1241.93197,1411.41025,1.48837E+04,8330.98392
1998-08-16,0.,0.,1349.68534,1519.32998,1.48837E+04,8330.98392
1998-08-17,0.,0.,1461.63945,1630.49435,1.48837E+04,8330.98392
1998-08-18,0.,0.,1576.14252,1742.87881,1.48837E+04,8330.98392
1998-08-19,0.,0.,1705.18608,1867.70306,1.48837E+04,8330.98392
1998-08-20,0.,0.,1829.17302,1986.75578,1.48837E+04,8330.98392
1998-08-21,1.51838E-06,.02040,1910.75624,2047.79640,1.48837E+04,8330.98392
1998-08-22,0.,.08101,2032.92282,2083.30884,1.48837E+04,8330.98392
1998-08-23,0.,.09074,2119.24329,2083.30884,1.48837E+04,8330.98392
1998-08-24,0.,.09995,2214.56956,2083.30884,1.48837E+04,8330.98392
1998-08-25,0.,.10076,2331.77945,2104.33678,1.48837E+04,8330.98392
1998-08-26,0.,.02167,2385.16877,2104.33678,1.48837E+04,8330.98392
1998-08-27,0.,.08705,2517.52970,2105.37063,1.48837E+04,8330.98392
1998-08-28,0.,.05518,2602.02228,2129.56302,1.48837E+04,8330.98392
1998-08-29,0.,.04507,2730.33963,2183.34058,1.48837E+04,8330.98392
1998-08-30,0.,.02007,700.00000,2224.22205,1.69141E+04,8330.98392
1998-08-31,0.,.02706,700.00000,2288.73681,1.69141E+04,8330.98392
1998-09-01,0.,.07094,700.00000,2294.67587,1.69141E+04,8330.98392
1998-09-02,0.,.04574,731.24605,2294.67587,1.69141E+04,8330.98392
1998-09-03,0.,.00166,741.97329,2294.67587,1.69141E+04,8330.98392
1998-09-04,0.,.07300,786.84521,2294.67587,1.69141E+04,8330.98392
1998-09-05,0.,.06992,829.79423,2294.67587,1.69141E+04,8330.98392
1998-09-06,0.,.05167,875.49687,2314.59027,1.69141E+04,8330.98392
1998-09-07,0.,.05684,923.74359,2322.18989,1.69141E+04,8330.98392
1998-09-08,0.,.04510,966.48475,2324.54872,1.69141E+04,8330.98392
1998-09-09,0.,.04441,995.60456,2324.54872,1.69141E+04,8330.98392
1998-09-10,0.,.09454,1060.07184,2336.29795,1.69141E+04,8330.98392
1998-09-11,0.,.06342,1130.41659,2346.52470,1.69141E+04,8330.98392
1998-09-12,0.,.04195,1186.02656,2346.61580,1.69141E+04,8330.98392
1998-09-13,0.,1.00686E-10,1206.31263,2346.61580,1.69141E+04,8330.98392
1998-09-14,0.,1.01000E-10,1226.53997,2346.61580,1.69141E+04,8330.98392
1998-09-15,0.,.06087,1292.32238,2346.61580,1.69141E+04,8330.98392
1998-09-16,0.,.05803,1357.17890,2346.61580,1.69141E+04,8330.98392
1998-09-17,0.,.02774,1398.11323,2346.61580,1.69141E+04,8330.98392
1998-09-18,0.,.03179,1476.73406,700.00000,1.69141E+04,9977.59972
1998-09-19,0.,.01709,1549.85370,700.00000,1.69141E+04,9977.59972
1998-09-20,0.,.01044,1624.65654,730.52483,1.69141E+04,9977.59972
1998-09-21,0.,.02298,1715.82530,763.08855,1.69141E+04,9977.59972
1998-09-22,0.,.01322,1809.36074,803.66549,1.69141E+04,9977.59972
1998-09-23,0.,.00552,1904.87038,850.70955,1.69141E+04,9977.59972
1998-09-24,0.,.00304,1999.89169,900.33366,1.69141E+04,9977.59972
1998-09-25,0.,.00228,2088.38045,948.21391,1.69141E+04,9977.59972
1998-09-26,0.,0.,2177.89116,999.08558,1.69141E+04,9977.59972
1998-09-27,0.,0.,2270.35920,1052.82712,1.69141E+04,9977.59972
1998-09-28,0.,0.,2349.83427,1099.82775,1.69141E+04,9977.59972
1998-09-29,0.,.00996,2418.74628,1123.05442,1.69141E+04,9977.59972
1998-09-30,0.,.00869,2455.42497,1125.80228,1.69141E+04,9977.59972
1998-10-01,0.,.00561,2477.49754,1133.50641,1.69141E+04,9977.59972
1998-10-02,0.,.00699,2518.59145,1152.45755,1.69141E+04,9977.59972
1998-10-03,0.,.00016,2527.26509,1158.29151,1.69141E+04,9977.59972
1998-10-04,0.,.00346,2571.68926,1164.07783,1.69141E+04,9977.59972
1998-10-05,0.,0.,2591.26293,1166.04515,1.69141E+04,9977.59972
1998-10-06,0.,.02892,2657.86868,1174.74196,1.69141E+04,9977.59972
1998-10-07,0.,0.,2669.85228,1174.74196,1.69141E+04,9977.59972
1998-10-08,0.,1.00705E-10,2679.14603,1174.74196,1.69141E+04,9977.59972
1998-10-09,0.,.01165,2751.54154,1174.74196,1.69141E+04,9977.59972
1998-10-10,0.,.02044,700.00000,1174.74196,1.89656E+04,9977.59972
1998-10-11,0.,.00493,700.00000,1174.74196,1.89656E+04,9977.59972
1998-10-12,0.,.02380,700.00000,1174.74196,1.89656E+04,9977.59972
1998-10-13,0.,.01583,726.06834,1177.71473,1.89656E+04,9977.59972
1998-10-14,0.,0.,726.13731,1177.71473,1.89656E+04,9977.59972
1998-10-15,0.,.02220,761.91197,1188.46755,1.89656E+04,9977.59972
1998-10-16,0.,.01458,795.87961,1203.52517,1.89656E+04,9977.59972
1998-10-17,0.,.01632,806.33330,1203.52517,1.89656E+04,9977.59972
1998-10-18,0.,.00972,840.28605,1208.64858,1.89656E+04,9977.59972
1998-10-19,0.,.00936,878.72246,1217.26621,1.89656E+04,9977.59972
1998-10-20,0.,.01393,915.95182,1220.92816,1.89656E+04,9977.59972
1998-10-21,0.,.00721,918.11237,1220.92816,1.89656E+04,9977.59972
1998-10-22,0.,.01130,928.34278,1220.92816,1.89656E+04,9977.59972
1998-10-23,0.,.00885,928.34278,1220.92816,1.89656E+04,9977.59972
1998-10-24,0.,.00946,946.73639,1220.92816,1.89656E+04,9977.59972
1998-10-25,0.,.02915,970.94831,1220.92816,1.89656E+04,9977.59972
1998-10-26,0.,.00927,991.70407,1220.92816,1.89656E+04,9977.59972
1998-10-27,0.,.00994,995.94189,1220.92816,1.89656E+04,9977.59972
1998-10-28,0.,.03118,1012.57769,1220.92816,1.89656E+04,9977.59972
1998-10-29,0.,.02125,1043.51523,1220.92816,1.89656E+04,9977.59972
1998-10-30,0.,.00437,1059.66693,1220.92816,1.89656E+04,9977.59972
1998-10-31,0.,.00080,1070.57410,1220.92816,1.89656E+04,9977.59972
1998-11-01,0.,.00589,1108.54055,700.00000,1.89656E+04,1.04985E+04
1998-11-02,0.,0.,1132.25277,700.00000,1.89656E+04,1.04985E+04
1998-11-03,0.,0.,1146.01796,709.70671,1.89656E+04,1.04985E+04
1998-11-04,0.,1.01000E-10,1170.53665,709.70671,1.89656E+04,1.04985E+04
1998-11-05,0.,.01199,1196.94748,709.70671,1.89656E+04,1.04985E+04
1998-11-06,0.,.01438,1231.55973,712.56965,1.89656E+04,1.04985E+04
1998-11-07,0.,.00416,1252.10284,719.13460,1.89656E+04,1.04985E+04
1998-11-08,0.,0.,1254.39560,719.13460,1.89656E+04,1.04985E+04
1998-11-09,0.,.00431,1263.17441,719.13460,1.89656E+04,1.04985E+04
1998-11-10,0.,.00358,1273.78276,719.13460,1.89656E+04,1.04985E+04
1998-11-11,0.,.00254,1304.19068,723.28686,1.89656E+04,1.04985E+04
1998-11-12,0.,.00435,1326.94556,729.76892,1.89656E+04,1.04985E+04
1998-11-13,0.,0.,1336.15148,729.76892,1.89656E+04,1.04985E+04
1998-11-14,0.,0.,1343.94694,729.76892,1.89656E+04,1.04985E+04
1998-11-15,0.,0.,1370.35256,730.04867,1.89656E+04,1.04985E+04
1998-11-16,0.,.00350,1399.16190,736.81392,1.89656E+04,1.04985E+04
1998-11-17,0.,.00142,1417.30882,741.88918,1.89656E+04,1.04985E+04
1998-11-18,0.,0.,1420.82495,741.88918,1.89656E+04,1.04985E+04
1998-11-19,0.,.00203,1421.07346,741.88918,1.89656E+04,1.04985E+04
1998-11-20,0.,0.,1421.07346,741.88918,1.89656E+04,1.04985E+04
1998-11-21,0.,0.,1421.07346,741.88918,1.89656E+04,1.04985E+04
1998-11-22,0.,0.,1421.07346,741.88918,1.89656E+04,1.04985E+04
1998-11-23,0.,0.,1421.07346,741.88918,1.89656E+04,1.04985E+04
1998-11-24,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-11-25,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-11-26,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-11-27,0.,.00013,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-11-28,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-11-29,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-11-30,0.,.00011,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-01,0.,5.88699E-05,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-02,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-03,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-04,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-05,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-06,0.,.00058,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-07,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-08,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-09,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-10,0.,1.65877E-06,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-11,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-12,0.,0.,700.00000,741.88918,1.96867E+04,1.04985E+04
1998-12-13,0.,.01588,701.56459,741.88918,1.96867E+04,1.04985E+04
1998-12-14,0.,.00073,704.98350,741.88918,1.96867E+04,1.04985E+04
1998-12-15,0.,0.,704.98350,700.00000,1.96867E+04,1.05404E+04
1998-12-16,0.,.00047,721.35631,700.00000,1.96867E+04,1.05404E+04
1998-12-17,0.,.00091,738.50293,714.57991,1.96867E+04,1.05404E+04
1998-12-18,0.,0.,738.50293,714.57991,1.96867E+04,1.05404E+04
1998-12-19,0.,.00447,745.06266,714.57991,1.96867E+04,1.05404E+04
1998-12-20,0.,0.,761.51576,718.09766,1.96867E+04,1.05404E+04
1998-12-21,0.,.00108,772.48423,722.91533,1.96867E+04,1.05404E+04
1998-12-22,0.,.00307,776.65477,724.39741,1.96867E+04,1.05404E+04
1998-12-23,0.,.00567,779.43431,725.70813,1.96867E+04,1.05404E+04
1998-12-24,0.,.00033,785.88855,726.35469,1.96867E+04,1.05404E+04
1998-12-25,0.,0.,785.88855,726.35469,1.96867E+04,1.05404E+04
1998-12-26,0.,.01865,789.51572,726.35469,1.96867E+04,1.05404E+04
1998-12-27,0.,.01897,791.37878,726.35469,1.96867E+04,1.05404E+04
1998-12-28,0.,.00319,792.66007,726.35469,1.96867E+04,1.05404E+04
1998-12-29,0.,.00514,808.44254,731.13922,1.96867E+04,1.05404E+04
1998-12-30,0.,.00661,827.71439,738.75341,1.96867E+04,1.05404E+04
1998-12-31,0.,.00817,839.88245,743.32397,1.96867E+04,1.05404E+04
1999-01-01,0.,0.,700.00000,700.00000,0.,0.
1999-01-02,0.,.00022,700.00000,700.00000,0.,0.
1999-01-03,0.,0.,700.00000,700.00000,0.,0.
1999-01-04,0.,6.36573E-05,700.00000,700.00000,0.,0.
1999-01-05,0.,.00263,700.00000,700.00000,0.,0.
1999-01-06,0.,0.,700.00000,700.00000,0.,0.
1999-01-07,0.,.00422,700.00000,700.00000,0.,0.
1999-01-08,0.,.00380,700.00000,700.00000,0.,0.
1999-01-09,0.,0.,700.00000,700.00000,0.,0.
1999-01-10,0.,0.,700.00000,700.00000,0.,0.
1999-01-11,0.,0.,700.00000,700.00000,0.,0.
1999-01-12,0.,0.,700.00000,700.00000,0.,0.
1999-01-13,0.,8.06483E-06,700.00000,700.00000,0.,0.
1999-01-14,0.,.00129,700.00000,700.00000,0.,0.
1999-01-15,0.,.00257,700.00000,700.00000,0.,0.
1999-01-16,0.,.00026,700.00000,700.00000,0.,0.
1999-01-17,0.,.00396,700.00000,700.00000,0.,0.
1999-01-18,0.,0.,700.00000,700.00000,0.,0.
1999-01-19,0.,.00154,700.00000,700.00000,0.,0.
1999-01-20,0.,.00197,700.00000,700.00000,0.,0.
1999-01-21,0.,0.,700.00000,700.00000,0.,0.
1999-01-22,0.,0.,700.00000,700.00000,0.,0.
1999-01-23,0.,0.,700.00000,700.00000,0.,0.
1999-01-24,0.,0.,700.00000,700.00000,0.,0.
1999-01-25,0.,.00131,700.00000,700.00000,0.,0.
1999-01-26,0.,.00802,700.00000,700.00000,0.,0.
1999-01-27,0.,.00405,700.00000,700.00000,0.,0.
1999-01-28,0.,.00201,700.00000,700.00000,0.,0.
1999-01-29,0.,0.,700.00000,700.00000,0.,0.
1999-01-30,0.,0.,700.00000,700.00000,0.,0.
1999-01-31,0.,0.,700.00000,700.00000,0.,0.
1999-02-01,0.,0.,700.00000,700.00000,0.,0.
1999-02-02,0.,0.,700.00000,700.00000,0.,0.
1999-02-03,0.,0.,700.00000,700.00000,0.,0.
