* Project:       zegveld
* File content:  specified output data of SWAP
* File name:     .\result_output.csv
* Model version: Swap 4.2.0
* Generated at:  2024-08-01 16:00:34
* (d),(cm),(cm),(kg/ha),(kg/ha),(kg/ha),(kg/ha)
DATETIME,TREDDRY,TREDWET,PGRASSDM,GRASSDM,PMOWDM,MOWDM
1995-06-10,0.,.09104,1648.00009,2381.32345,7300.82300,3738.50335
1995-06-11,0.,.11155,1766.46087,2381.32345,7300.82300,3738.50335
1995-06-12,0.,.07466,1870.97721,2398.52173,7300.82300,3738.50335
1995-06-13,0.,.08398,2045.88817,2473.62067,7300.82300,3738.50335
1995-06-14,0.,.01385,2119.75841,2517.27417,7300.82300,3738.50335
1995-06-15,0.,.02018,2184.28401,2519.98625,7300.82300,3738.50335
1995-06-16,0.,.03761,2260.39240,2524.67069,7300.82300,3738.50335
1995-06-17,0.,.03561,2323.33095,2524.67069,7300.82300,3738.50335
1995-06-18,0.,.11873,2521.90151,2566.28477,7300.82300,3738.50335
1995-06-19,0.,.08682,2738.86709,2654.29986,7300.82300,3738.50335
1995-06-20,0.,.04004,2940.12945,2760.41111,7300.82300,3738.50335
1995-06-21,0.,.01340,3148.51449,2888.22123,7300.82300,3738.50335
1995-06-22,0.,.00099,3371.97249,3037.53248,7300.82300,3738.50335
1995-06-23,0.,0.,700.00000,3163.52670,9972.79549,3738.50335
1995-06-24,0.,0.,700.00000,700.00000,9972.79549,6202.03005
1995-06-25,0.,0.,700.00000,700.00000,9972.79549,6202.03005
1995-06-26,0.,0.,784.85317,700.00000,9972.79549,6202.03005
1995-06-27,0.,0.,877.21754,778.57932,9972.79549,6202.03005
1995-06-28,0.,0.,972.27048,859.24664,9972.79549,6202.03005
1995-06-29,0.,0.,1087.67477,955.88108,9972.79549,6202.03005
1995-06-30,0.,0.,1212.38800,1059.91501,9972.79549,6202.03005
1995-07-01,0.,0.,1346.50775,1170.86665,9972.79549,6202.03005
1995-07-02,0.,0.,1486.13469,1286.15622,9972.79549,6202.03005
1995-07-03,4.95417E-07,.00172,1525.84301,1315.41560,9972.79549,6202.03005
1995-07-04,0.,0.,1666.34405,1430.30755,9972.79549,6202.03005
1995-07-05,0.,0.,1828.79145,1563.31541,9972.79549,6202.03005
1995-07-06,0.,0.,1992.89132,1698.02405,9972.79549,6202.03005
1995-07-07,0.,0.,2172.44363,1845.75920,9972.79549,6202.03005
1995-07-08,0.,0.,2361.23467,2001.97872,9972.79549,6202.03005
1995-07-09,0.,0.,2549.47648,2158.73334,9972.79549,6202.03005
1995-07-10,0.,0.,2705.39639,2289.22013,9972.79549,6202.03005
1995-07-11,0.,0.,2864.89444,2423.38029,9972.79549,6202.03005
1995-07-12,0.,0.,3029.13549,2562.69907,9972.79549,6202.03005
1995-07-13,0.,0.,700.00000,2738.45316,1.23019E+04,6202.03005
1995-07-14,.00037,.00319,700.00000,2912.40852,1.23019E+04,6202.03005
1995-07-15,0.,0.,700.00000,3086.73355,1.23019E+04,6202.03005
1995-07-16,.00011,.00110,772.26334,700.00000,1.23019E+04,8588.76360
1995-07-17,0.,0.,836.70258,700.00000,1.23019E+04,8588.76360
1995-07-18,.00011,.00121,858.45970,700.00000,1.23019E+04,8588.76360
1995-07-19,0.,0.,898.59381,730.90243,1.23019E+04,8588.76360
1995-07-20,0.,0.,988.49760,799.76279,1.23019E+04,8588.76360
1995-07-21,.00019,.00797,1069.93727,857.55354,1.23019E+04,8588.76360
1995-07-22,0.,0.,1187.76641,947.22160,1.23019E+04,8588.76360
1995-07-23,0.,0.,1307.79907,1038.38611,1.23019E+04,8588.76360
1995-07-24,0.,0.,1441.73363,1140.50737,1.23019E+04,8588.76360
1995-07-25,0.,0.,1583.67564,1249.37669,1.23019E+04,8588.76360
1995-07-26,0.,0.,1709.65498,1345.65108,1.23019E+04,8588.76360
1995-07-27,1.96097E-08,1.50872E-07,1788.16604,1406.73599,1.23019E+04,8588.76360
1995-07-28,0.,0.,1923.69882,1511.43761,1.23019E+04,8588.76360
1995-07-29,0.,0.,2056.93988,1615.06865,1.23019E+04,8588.76360
1995-07-30,0.,0.,2195.09217,1722.65916,1.23019E+04,8588.76360
1995-07-31,0.,0.,2325.82625,1824.87949,1.23019E+04,8588.76360
1995-08-01,.00012,1.03514E-05,2455.57532,1926.98186,1.23019E+04,8588.76360
1995-08-02,.03828,.00365,2610.13062,2036.90457,1.23019E+04,8588.76360
1995-08-03,.06310,.00396,2780.85403,2141.07643,1.23019E+04,8588.76360
1995-08-04,.06597,.00389,700.00000,2240.24430,1.43828E+04,8588.76360
1995-08-05,.10490,.00677,700.00000,2333.72824,1.43828E+04,8588.76360
1995-08-06,.10356,.00563,700.00000,2415.28633,1.43828E+04,8588.76360
1995-08-07,.07307,.00234,741.73220,2463.10458,1.43828E+04,8588.76360
1995-08-08,.12068,.00491,814.91467,2540.86102,1.43828E+04,8588.76360
1995-08-09,.14436,.00325,897.47938,2617.83364,1.43828E+04,8588.76360
1995-08-10,.17572,.00020,984.45764,2688.76114,1.43828E+04,8588.76360
1995-08-11,.19955,0.,1063.03736,2742.42732,1.43828E+04,8588.76360
1995-08-12,.18402,0.,1145.08294,700.00000,1.43828E+04,1.06312E+04
1995-08-13,.04729,0.,1224.92464,700.00000,1.43828E+04,1.06312E+04
1995-08-14,.04640,.00033,1320.39646,700.00000,1.43828E+04,1.06312E+04
1995-08-15,.04928,0.,1433.26549,727.70929,1.43828E+04,1.06312E+04
1995-08-16,.06614,0.,1551.45555,754.94658,1.43828E+04,1.06312E+04
1995-08-17,.06870,.00049,1669.85381,779.18639,1.43828E+04,1.06312E+04
1995-08-18,.06564,.00879,1787.70871,803.31585,1.43828E+04,1.06312E+04
1995-08-19,.06981,.01122,1894.21011,821.11145,1.43828E+04,1.06312E+04
1995-08-20,.06235,.01007,2022.51971,845.92853,1.43828E+04,1.06312E+04
1995-08-21,.05088,.00826,2159.94327,874.17221,1.43828E+04,1.06312E+04
1995-08-22,.05522,.00899,2276.36556,894.06441,1.43828E+04,1.06312E+04
1995-08-23,.05203,.00851,2406.04123,918.30150,1.43828E+04,1.06312E+04
1995-08-24,.04396,.00724,2546.73036,947.36509,1.43828E+04,1.06312E+04
1995-08-25,.01097,.00220,2637.89481,975.25017,1.43828E+04,1.06312E+04
1995-08-26,.01065,.00237,2776.23350,1023.92426,1.43828E+04,1.06312E+04
1995-08-27,.00358,.00100,700.00000,1067.48269,1.64590E+04,1.06312E+04
1995-08-28,.00102,.00338,700.00000,1124.72482,1.64590E+04,1.06312E+04
1995-08-29,0.,0.,700.00000,1181.49470,1.64590E+04,1.06312E+04
1995-08-30,0.,0.,763.03198,1258.04223,1.64590E+04,1.06312E+04
1995-08-31,0.,0.,824.17454,1331.72900,1.64590E+04,1.06312E+04
1995-09-01,0.,0.,895.43842,1415.15158,1.64590E+04,1.06312E+04
1995-09-02,0.,0.,932.01128,1459.11626,1.64590E+04,1.06312E+04
1995-09-03,0.,0.,995.08889,1532.18916,1.64590E+04,1.06312E+04
1995-09-04,0.,0.,1062.04307,1608.44553,1.64590E+04,1.06312E+04
1995-09-05,0.,0.,1131.60658,1686.60709,1.64590E+04,1.06312E+04
1995-09-06,0.,0.,1204.35019,1767.09296,1.64590E+04,1.06312E+04
1995-09-07,0.,0.,1251.75690,1819.25561,1.64590E+04,1.06312E+04
1995-09-08,0.,0.,1264.31397,1833.74364,1.64590E+04,1.06312E+04
1995-09-09,0.,0.,1328.08753,1902.84638,1.64590E+04,1.06312E+04
1995-09-10,0.,0.,1406.28363,1986.31794,1.64590E+04,1.06312E+04
1995-09-11,.00013,.00825,1459.22873,2035.97919,1.64590E+04,1.06312E+04
1995-09-12,0.,0.,1546.53838,2126.43585,1.64590E+04,1.06312E+04
1995-09-13,0.,0.,1616.88700,2198.47626,1.64590E+04,1.06312E+04
1995-09-14,0.,0.,1706.09640,2288.83337,1.64590E+04,1.06312E+04
1995-09-15,0.,0.,1789.17830,2372.05301,1.64590E+04,1.06312E+04
1995-09-16,0.,0.,1889.42424,2471.35820,1.64590E+04,1.06312E+04
1995-09-17,0.,0.,1982.54987,2562.64028,1.64590E+04,1.06312E+04
1995-09-18,0.,0.,2078.35891,2655.61698,1.64590E+04,1.06312E+04
1995-09-19,0.,0.,2180.99088,2754.22743,1.64590E+04,1.06312E+04
1995-09-20,0.,0.,2271.01425,700.00000,1.64590E+04,1.26854E+04
1995-09-21,0.,0.,2350.24295,700.00000,1.64590E+04,1.26854E+04
1995-09-22,0.,0.,2410.45247,700.00000,1.64590E+04,1.26854E+04
1995-09-23,0.,0.,2467.13976,722.96838,1.64590E+04,1.26854E+04
1995-09-24,0.,0.,2553.03228,758.42589,1.64590E+04,1.26854E+04
1995-09-25,0.,0.,2657.04017,803.62612,1.64590E+04,1.26854E+04
1995-09-26,0.,.00235,2665.92553,803.62612,1.64590E+04,1.26854E+04
1995-09-27,0.,.03513,2742.38674,803.62612,1.64590E+04,1.26854E+04
1995-09-28,0.,.03104,700.00000,803.62612,1.85014E+04,1.26854E+04
1995-09-29,0.,.03781,700.00000,803.62612,1.85014E+04,1.26854E+04
1995-09-30,0.,.01542,700.00000,803.62612,1.85014E+04,1.26854E+04
1995-10-01,0.,.00792,713.60652,803.62612,1.85014E+04,1.26854E+04
1995-10-02,0.,.02820,756.82717,813.40065,1.85014E+04,1.26854E+04
1995-10-03,0.,.01564,784.13546,813.40065,1.85014E+04,1.26854E+04
1995-10-04,0.,.03727,824.62519,813.40065,1.85014E+04,1.26854E+04
1995-10-05,0.,.02255,859.71479,817.91287,1.85014E+04,1.26854E+04
1995-10-06,0.,.02432,909.08972,831.61660,1.85014E+04,1.26854E+04
1995-10-07,0.,.01301,932.11976,831.61660,1.85014E+04,1.26854E+04
1995-10-08,0.,.02498,980.28458,840.27363,1.85014E+04,1.26854E+04
1995-10-09,0.,.01576,1029.14412,852.74666,1.85014E+04,1.26854E+04
1995-10-10,0.,.01173,1074.19250,864.08111,1.85014E+04,1.26854E+04
1995-10-11,0.,.00637,1102.44839,871.62903,1.85014E+04,1.26854E+04
1995-10-12,0.,.00657,1143.30769,884.44237,1.85014E+04,1.26854E+04
1995-10-13,0.,.00416,1167.11356,891.29210,1.85014E+04,1.26854E+04
1995-10-14,0.,.00444,1221.91103,913.05584,1.85014E+04,1.26854E+04
1995-10-15,0.,.00355,1272.66406,933.31867,1.85014E+04,1.26854E+04
1995-10-16,0.,.00271,1303.29573,944.84294,1.85014E+04,1.26854E+04
1995-10-17,0.,.00226,1345.97820,961.56271,1.85014E+04,1.26854E+04
1995-10-18,0.,.00391,1390.68059,979.55226,1.85014E+04,1.26854E+04
1995-10-19,0.,.00167,1437.85725,1000.84498,1.85014E+04,1.26854E+04
1995-10-20,0.,.00027,1453.88287,1008.22153,1.85014E+04,1.26854E+04
1995-10-21,0.,.00063,1503.31789,1031.57461,1.85014E+04,1.26854E+04
1995-10-22,0.,.00073,1558.98260,1059.08254,1.85014E+04,1.26854E+04
1995-10-23,0.,.00068,1617.02971,1088.39704,1.85014E+04,1.26854E+04
1995-10-24,0.,.00145,1673.83693,1117.95696,1.85014E+04,1.26854E+04
1995-10-25,0.,.00118,1729.17200,1146.60397,1.85014E+04,1.26854E+04
1995-10-26,0.,.00124,1764.39986,1163.10460,1.85014E+04,1.26854E+04
1995-10-27,0.,.00043,1768.53203,1163.55952,1.85014E+04,1.26854E+04
1995-10-28,0.,.00412,1823.60669,1187.82202,1.85014E+04,1.26854E+04
1995-10-29,0.,.00306,1878.74554,1213.48798,1.85014E+04,1.26854E+04
1995-10-30,0.,.00174,1933.64417,1240.54497,1.85014E+04,1.26854E+04
1995-10-31,0.,.00166,1987.42089,1261.39391,1.85014E+04,1.26854E+04
1995-11-01,0.,0.,1998.69188,1264.91035,1.85014E+04,1.26854E+04
1995-11-02,0.,.00543,2034.59913,1278.80159,1.85014E+04,1.26854E+04
1995-11-03,0.,.01354,2047.90092,1281.72235,1.85014E+04,1.26854E+04
1995-11-04,0.,.00465,2052.64974,700.00000,1.85014E+04,1.32671E+04
1995-11-05,0.,0.,2052.64974,700.00000,1.85014E+04,1.32671E+04
1995-11-06,0.,0.,2052.64974,700.00000,1.85014E+04,1.32671E+04
1995-11-07,0.,0.,2052.64974,700.00000,1.85014E+04,1.32671E+04
1995-11-08,0.,.00026,2052.64974,700.00000,1.85014E+04,1.32671E+04
1995-11-09,0.,.00033,2052.64974,700.00000,1.85014E+04,1.32671E+04
1995-11-10,0.,.00286,2059.82815,701.79210,1.85014E+04,1.32671E+04
1995-11-11,0.,.00885,2094.44167,714.01811,1.85014E+04,1.32671E+04
1995-11-12,0.,.01405,700.00000,731.37233,1.98958E+04,1.32671E+04
1995-11-13,0.,.00292,700.00000,749.60087,1.98958E+04,1.32671E+04
1995-11-14,0.,.00129,710.43181,757.83252,1.98958E+04,1.32671E+04
1995-11-15,0.,0.,713.60288,757.83252,1.98958E+04,1.32671E+04
1995-11-16,0.,.00607,722.20392,757.83252,1.98958E+04,1.32671E+04
1995-11-17,0.,0.,735.24200,757.83252,1.98958E+04,1.32671E+04
1995-11-18,0.,.00518,754.64429,760.30533,1.98958E+04,1.32671E+04
1995-11-19,0.,.00504,767.61794,760.30533,1.98958E+04,1.32671E+04
1995-11-20,0.,.00905,786.12799,760.75137,1.98958E+04,1.32671E+04
1995-11-21,0.,.01003,793.61792,762.85104,1.98958E+04,1.32671E+04
1995-11-22,0.,.00015,793.61792,762.85104,1.98958E+04,1.32671E+04
1995-11-23,0.,.00463,797.46808,763.38808,1.98958E+04,1.32671E+04
1995-11-24,0.,.00874,801.16873,764.06720,1.98958E+04,1.32671E+04
1995-11-25,0.,.00486,821.64348,773.92608,1.98958E+04,1.32671E+04
1995-11-26,0.,.00595,840.47469,782.72162,1.98958E+04,1.32671E+04
1995-11-27,0.,.00212,852.94341,788.79850,1.98958E+04,1.32671E+04
1995-11-28,0.,.00050,874.89325,801.10353,1.98958E+04,1.32671E+04
1995-11-29,0.,.00030,880.04567,803.70578,1.98958E+04,1.32671E+04
1995-11-30,0.,.00093,886.36523,806.92498,1.98958E+04,1.32671E+04
1995-12-01,0.,.00020,887.39769,807.57047,1.98958E+04,1.32671E+04
1995-12-02,0.,2.35248E-05,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-03,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-04,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-05,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-06,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-07,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-08,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-09,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-10,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-11,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-12,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-13,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-14,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-15,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-16,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-17,0.,0.,887.62480,807.74608,1.98958E+04,1.32671E+04
1995-12-18,0.,0.,887.62480,700.00000,1.98958E+04,1.33749E+04
1995-12-19,0.,0.,887.62480,700.00000,1.98958E+04,1.33749E+04
1995-12-20,0.,0.,887.62480,700.00000,1.98958E+04,1.33749E+04
1995-12-21,0.,0.,887.62480,700.00000,1.98958E+04,1.33749E+04
1995-12-22,0.,0.,887.62480,700.00000,1.98958E+04,1.33749E+04
1995-12-23,0.,0.,887.62480,700.00000,1.98958E+04,1.33749E+04
1995-12-24,0.,4.77320E-05,887.62480,700.00000,1.98958E+04,1.33749E+04
1995-12-25,0.,3.71225E-05,887.62480,700.00000,1.98958E+04,1.33749E+04
1995-12-26,0.,0.,700.00000,700.00000,2.00835E+04,1.33749E+04
1995-12-27,0.,0.,700.00000,700.00000,2.00835E+04,1.33749E+04
1995-12-28,0.,0.,700.00000,700.00000,2.00835E+04,1.33749E+04
1995-12-29,0.,0.,700.00000,700.00000,2.00835E+04,1.33749E+04
1995-12-30,0.,0.,700.00000,700.00000,2.00835E+04,1.33749E+04
1995-12-31,0.,0.,700.00000,700.00000,2.00835E+04,1.33749E+04
1996-01-01,0.,0.,700.00000,700.00000,0.,0.
1996-01-02,0.,0.,700.00000,700.00000,0.,0.
1996-01-03,0.,0.,700.00000,700.00000,0.,0.
1996-01-04,0.,0.,700.00000,700.00000,0.,0.
1996-01-05,0.,0.,700.00000,700.00000,0.,0.
1996-01-06,0.,0.,700.00000,700.00000,0.,0.
1996-01-07,0.,0.,700.00000,700.00000,0.,0.
1996-01-08,0.,0.,700.00000,700.00000,0.,0.
1996-01-09,0.,.00019,700.00000,700.00000,0.,0.
1996-01-10,0.,0.,700.00000,700.00000,0.,0.
1996-01-11,0.,0.,700.00000,700.00000,0.,0.
1996-01-12,0.,0.,700.00000,700.00000,0.,0.
1996-01-13,0.,0.,700.00000,700.00000,0.,0.
1996-01-14,0.,0.,700.00000,700.00000,0.,0.
1996-01-15,0.,0.,700.00000,700.00000,0.,0.
1996-01-16,0.,0.,700.00000,700.00000,0.,0.
1996-01-17,0.,0.,700.00000,700.00000,0.,0.
1996-01-18,0.,0.,700.00000,700.00000,0.,0.
1996-01-19,0.,0.,700.00000,700.00000,0.,0.
1996-01-20,0.,0.,700.00000,700.00000,0.,0.
1996-01-21,0.,0.,700.00000,700.00000,0.,0.
1996-01-22,0.,0.,700.00000,700.00000,0.,0.
1996-01-23,0.,0.,700.00000,700.00000,0.,0.
1996-01-24,0.,0.,700.00000,700.00000,0.,0.
1996-01-25,0.,0.,700.00000,700.00000,0.,0.
1996-01-26,0.,0.,700.00000,700.00000,0.,0.
1996-01-27,0.,0.,700.00000,700.00000,0.,0.
1996-01-28,0.,0.,700.00000,700.00000,0.,0.
1996-01-29,0.,0.,700.00000,700.00000,0.,0.
1996-01-30,0.,0.,700.00000,700.00000,0.,0.
1996-01-31,0.,0.,700.00000,700.00000,0.,0.
1996-02-01,0.,0.,700.00000,700.00000,0.,0.
1996-02-02,0.,0.,700.00000,700.00000,0.,0.
1996-02-03,0.,0.,700.00000,700.00000,0.,0.
1996-02-04,0.,0.,700.00000,700.00000,0.,0.
1996-02-05,0.,0.,700.00000,700.00000,0.,0.
1996-02-06,0.,0.,700.00000,700.00000,0.,0.
1996-02-07,0.,0.,700.00000,700.00000,0.,0.
1996-02-08,0.,0.,700.00000,700.00000,0.,0.
1996-02-09,0.,0.,700.00000,700.00000,0.,0.
1996-02-10,0.,0.,700.00000,700.00000,0.,0.
1996-02-11,0.,0.,700.00000,700.00000,0.,0.
1996-02-12,0.,0.,700.00000,700.00000,0.,0.
1996-02-13,0.,.00026,700.00000,700.00000,0.,0.
1996-02-14,0.,0.,700.00000,700.00000,0.,0.
1996-02-15,0.,0.,700.00000,700.00000,0.,0.
1996-02-16,0.,.00099,700.00000,700.00000,0.,0.
1996-02-17,0.,0.,700.00000,700.00000,0.,0.
1996-02-18,0.,.01579,700.00000,700.00000,0.,0.
1996-02-19,0.,2.21511E-06,700.00000,700.00000,0.,0.
1996-02-20,0.,.00059,700.00000,700.00000,0.,0.
1996-02-21,0.,0.,700.00000,700.00000,0.,0.
1996-02-22,0.,4.13715E-05,700.00000,700.00000,0.,0.
1996-02-23,0.,0.,700.00000,700.00000,0.,0.
1996-02-24,0.,0.,700.00000,700.00000,0.,0.
1996-02-25,0.,.00247,700.00000,700.00000,0.,0.
1996-02-26,0.,.00103,700.00000,700.00000,0.,0.
1996-02-27,0.,0.,700.00000,700.00000,0.,0.
1996-02-28,0.,0.,700.00000,700.00000,0.,0.
1996-02-29,0.,0.,700.00000,700.00000,0.,0.
1996-03-01,0.,0.,700.00000,700.00000,0.,0.
1996-03-02,0.,0.,700.00000,700.00000,0.,0.
1996-03-03,0.,0.,700.00000,700.00000,0.,0.
1996-03-04,0.,0.,700.00000,700.00000,0.,0.
1996-03-05,0.,0.,700.00000,700.00000,0.,0.
1996-03-06,0.,0.,700.00000,700.00000,0.,0.
1996-03-07,0.,0.,700.00000,700.00000,0.,0.
1996-03-08,0.,0.,700.00000,700.00000,0.,0.
1996-03-09,0.,0.,700.00000,700.00000,0.,0.
1996-03-10,0.,0.,700.00000,700.00000,0.,0.
1996-03-11,0.,0.,700.00000,700.00000,0.,0.
1996-03-12,0.,0.,700.00000,700.00000,0.,0.
1996-03-13,0.,0.,700.00000,700.00000,0.,0.
1996-03-14,0.,0.,700.00000,700.00000,0.,0.
1996-03-15,0.,0.,700.00000,700.00000,0.,0.
1996-03-16,0.,0.,700.00000,700.00000,0.,0.
1996-03-17,0.,0.,700.00000,700.00000,0.,0.
1996-03-18,0.,0.,700.00000,700.00000,0.,0.
1996-03-19,0.,0.,700.00000,700.00000,0.,0.
1996-03-20,0.,0.,700.00000,700.00000,0.,0.
1996-03-21,0.,0.,700.00000,700.00000,0.,0.
1996-03-22,0.,0.,700.00000,700.00000,0.,0.
1996-03-23,0.,0.,700.00000,700.00000,0.,0.
1996-03-24,0.,0.,700.00000,700.00000,0.,0.
1996-03-25,0.,0.,700.00000,700.00000,0.,0.
1996-03-26,0.,0.,710.44274,709.18277,0.,0.
1996-03-27,0.,0.,746.33859,741.22858,0.,0.
1996-03-28,0.,0.,764.48122,757.30672,0.,0.
1996-03-29,0.,0.,777.36129,768.63627,0.,0.
1996-03-30,0.,0.,777.36129,768.63627,0.,0.
1996-03-31,0.,5.50104E-05,777.36129,768.63627,0.,0.
1996-04-01,0.,0.,777.36129,768.63627,0.,0.
1996-04-02,0.,0.,777.36129,768.63627,0.,0.
1996-04-03,0.,0.,777.36129,768.63627,0.,0.
1996-04-04,0.,0.,777.36129,768.63627,0.,0.
1996-04-05,0.,0.,777.36129,768.63627,0.,0.
1996-04-06,0.,0.,777.36129,768.63627,0.,0.
1996-04-07,0.,0.,777.36129,768.63627,0.,0.
1996-04-08,0.,0.,777.36129,768.63627,0.,0.
1996-04-09,0.,0.,777.36129,768.63627,0.,0.
1996-04-10,0.,0.,788.22406,777.99302,0.,0.
1996-04-11,0.,0.,791.24460,777.99302,0.,0.
1996-04-12,0.,.00016,820.03010,802.89571,0.,0.
1996-04-13,0.,0.,840.78497,820.79415,0.,0.
1996-04-14,0.,0.,863.91294,840.69620,0.,0.
1996-04-15,0.,0.,884.35916,858.19722,0.,0.
1996-04-16,0.,0.,919.81300,888.60973,0.,0.
1996-04-17,0.,0.,950.33516,914.56077,0.,0.
1996-04-18,0.,0.,990.60414,948.86737,0.,0.
1996-04-19,0.,0.,1067.45212,1014.47675,0.,0.
1996-04-20,0.,0.,1161.99212,1094.75461,0.,0.
1996-04-21,0.,0.,1273.52069,1189.22097,0.,0.
1996-04-22,0.,0.,1381.52296,1279.96202,0.,0.
1996-04-23,0.,0.,1468.85424,1353.02835,0.,0.
1996-04-24,0.,0.,1579.40841,1445.55263,0.,0.
1996-04-25,0.,0.,1715.26319,1559.20532,0.,0.
1996-04-26,0.,0.,1851.84364,1673.20376,0.,0.
1996-04-27,0.,0.,2003.65904,1799.84861,0.,0.
1996-04-28,0.,0.,2162.92943,1932.68001,0.,0.
1996-04-29,0.,0.,2304.08242,2050.29843,0.,0.
1996-04-30,0.,0.,2463.75858,2183.58711,0.,0.
1996-05-01,0.,0.,2596.58792,2294.72785,0.,0.
1996-05-02,0.,0.,2701.33693,2382.69378,0.,0.
1996-05-03,0.,0.,2744.65213,2419.17932,0.,0.
1996-05-04,0.,0.,2903.24323,2552.22117,0.,0.
1996-05-05,0.,0.,3053.69985,2678.78842,0.,0.
1996-05-06,0.,0.,3209.85880,2810.37413,0.,0.
1996-05-07,0.,0.,3415.74482,2984.62690,0.,0.
1996-05-08,0.,0.,3593.01191,3135.09838,0.,0.
1996-05-09,0.,0.,3755.22406,3273.13023,0.,0.
1996-05-10,0.,0.,3811.24003,3321.25485,0.,0.
1996-05-11,0.,0.,3869.43875,3371.35099,0.,0.
1996-05-12,0.,0.,3939.15762,3431.49520,0.,0.
1996-05-13,0.,0.,4029.90619,3509.76595,0.,0.
1996-05-14,0.,0.,4136.41551,3601.71000,0.,0.
1996-05-15,0.,0.,4295.55594,3738.85497,0.,0.
1996-05-16,0.,0.,700.00000,3929.77881,3595.55594,0.
1996-05-17,0.,0.,700.00000,4015.43615,3595.55594,0.
1996-05-18,0.,0.,700.00000,4119.01923,3595.55594,0.
1996-05-19,0.,0.,770.66483,700.00000,3595.55594,3419.01923
1996-05-20,0.,0.,864.87768,700.00000,3595.55594,3419.01923
1996-05-21,0.,0.,959.38433,700.00000,3595.55594,3419.01923
1996-05-22,0.,0.,1029.27480,751.30780,3595.55594,3419.01923
1996-05-23,0.,0.,1090.76614,796.51910,3595.55594,3419.01923
1996-05-24,2.59270E-05,.00433,1155.59901,840.09792,3595.55594,3419.01923
1996-05-25,0.,.02475,1223.14399,864.05787,3595.55594,3419.01923
1996-05-26,0.,0.,1336.80893,943.73653,3595.55594,3419.01923
1996-05-27,0.,.00370,1383.33507,971.96281,3595.55594,3419.01923
1996-05-28,0.,0.,1526.21520,1072.31430,3595.55594,3419.01923
1996-05-29,0.,0.,1645.05373,1156.27715,3595.55594,3419.01923
1996-05-30,0.,0.,1799.98436,1266.67830,3595.55594,3419.01923
1996-05-31,0.,0.,1971.88391,1390.46274,3595.55594,3419.01923
1996-06-01,0.,0.,2154.24239,1522.95273,3595.55594,3419.01923
1996-06-02,0.,0.,2351.01929,1667.55257,3595.55594,3419.01923
1996-06-03,0.,0.,2559.32722,1822.62936,3595.55594,3419.01923
1996-06-04,0.,0.,2742.02572,1960.44000,3595.55594,3419.01923
1996-06-05,0.,0.,2959.15872,2126.17531,3595.55594,3419.01923
1996-06-06,0.,0.,3156.75999,2278.58189,3595.55594,3419.01923
1996-06-07,0.,0.,3326.17359,2410.07079,3595.55594,3419.01923
1996-06-08,0.,0.,3485.83731,2537.85664,3595.55594,3419.01923
1996-06-09,0.,0.,3576.78345,2612.64032,3595.55594,3419.01923
1996-06-10,0.,0.,700.00000,2798.36371,6472.33938,3419.01923
1996-06-11,0.,0.,700.00000,2996.27752,6472.33938,3419.01923
1996-06-12,0.,0.,700.00000,3202.90856,6472.33938,3419.01923
1996-06-13,0.,0.,792.18592,3421.29905,6472.33938,3419.01923
1996-06-14,0.,0.,871.18591,3599.23091,6472.33938,3419.01923
1996-06-15,.00377,.00030,980.52167,700.00000,6472.33938,6318.25014
1996-06-16,.00713,.00045,1096.19916,700.00000,6472.33938,6318.25014
1996-06-17,.01506,0.,1218.76744,700.00000,6472.33938,6318.25014
1996-06-18,.01467,.00024,1347.09758,768.49133,6472.33938,6318.25014
1996-06-19,.00835,9.24119E-06,1415.43917,804.41625,6472.33938,6318.25014
1996-06-20,.01585,.00086,1543.75405,869.14132,6472.33938,6318.25014
1996-06-21,.01291,.00058,1659.74427,927.62570,6472.33938,6318.25014
1996-06-22,.00822,.00031,1754.29004,976.78294,6472.33938,6318.25014
1996-06-23,.00798,.00034,1830.50381,1015.10429,6472.33938,6318.25014
1996-06-24,.00569,.00047,1907.52241,1054.92227,6472.33938,6318.25014
1996-06-25,.00747,.00059,1975.61569,1088.58053,6472.33938,6318.25014
1996-06-26,.02571,.00167,2143.67846,1169.85212,6472.33938,6318.25014
1996-06-27,.01661,.00108,2275.54349,1233.90441,6472.33938,6318.25014
1996-06-28,.01471,.00100,2407.06091,1301.48656,6472.33938,6318.25014
